class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,,o,p,,,u
e,x,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,,u
e,b,s,,t,l,f,c,b,k,e,c,,s,w,w,w,o,p,k,,g
e,x,y,,t,a,f,c,b,g,e,c,s,s,w,w,,o,p,k,s,g
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m
e,x,s,,f,n,f,w,b,n,t,e,s,s,w,w,,o,e,n,a,g
e,x,s,,t,a,f,c,b,g,e,c,,s,w,w,w,o,p,,s,g
e,f,y,,t,l,f,c,b,p,,r,,y,w,w,w,o,p,n,s,g
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g
e,b,s,,t,a,f,c,b,g,e,c,s,s,w,w,,o,p,n,s,g
e,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g
e,x,f,,f,n,f,w,b,p,t,e,,s,w,w,w,,e,k,,g
e,b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,,g
e,f,y,,t,l,f,c,b,w,e,r,,y,w,w,w,o,p,,s,g
e,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,p
e,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,,o,p,n,n,g
e,x,y,y,t,a,f,c,b,n,e,c,,s,w,w,w,o,p,k,n,m
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,,p,n,y,g
e,b,y,,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,,m
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,,s,m
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,g
e,s,f,g,f,n,f,c,n,g,e,e,s,s,w,w,,o,p,k,y,u
e,x,f,w,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,u,,d
e,x,s,y,t,a,f,c,b,n,e,c,s,s,w,w,,o,p,k,,m
p,,y,w,t,p,f,c,n,n,e,e,s,s,w,w,,o,p,,v,u
e,x,y,,t,l,f,c,b,p,e,r,,y,w,w,w,o,p,n,,g
e,s,f,g,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,y,u
e,x,y,y,t,l,f,c,b,w,e,r,s,,w,w,,o,p,k,y,g
e,x,s,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d
e,s,f,n,f,n,f,c,n,k,e,e,s,,w,w,,o,p,n,y,u
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,,,g
e,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
p,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,,o,p,k,v,g
e,f,s,,f,n,f,w,,k,t,e,s,s,w,w,w,o,e,n,,g
e,x,s,y,t,l,f,c,b,g,e,c,,s,w,w,w,o,p,n,s,m
e,x,s,,f,n,f,w,b,n,t,e,s,,w,w,w,o,e,k,,g
e,b,s,y,t,a,f,c,,w,e,c,s,s,w,w,w,o,p,n,,g
e,f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,,o,e,n,a,g
e,x,s,w,t,l,f,c,b,n,e,c,s,,w,w,w,o,p,k,n,g
e,b,s,,t,l,f,c,b,n,e,c,s,s,w,w,w,,p,,s,m
e,b,s,,t,l,f,c,b,w,e,c,s,,w,w,,o,p,,,g
e,b,y,,t,l,f,c,b,w,e,c,,s,w,w,w,o,p,n,s,m
e,f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,,o,p,,,d
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,,o,p,,,m
e,f,s,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
p,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,u
e,f,f,w,t,l,f,w,n,w,t,b,s,,w,w,w,o,p,n,v,d
e,x,y,y,t,a,f,c,b,n,e,c,,s,w,w,w,o,p,n,s,g
p,x,s,n,t,p,f,c,n,p,,e,s,s,w,w,w,o,p,,v,g
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,,o,p,n,n,g
e,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,p
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,,o,p,k,,m
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,,p,n,v,u
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,p
e,x,y,y,t,a,f,c,b,k,e,c,,s,w,w,w,o,p,,,g
e,x,f,,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g
e,f,f,,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,a,g
e,x,y,y,t,l,f,c,b,w,e,c,s,,w,w,w,o,p,n,n,m
e,b,s,y,t,l,f,c,b,k,e,c,s,,w,w,w,o,p,k,n,g
e,b,y,w,t,a,f,c,b,g,e,c,s,,w,w,,o,p,k,,m
e,x,y,,t,a,f,c,b,w,e,c,,s,w,w,w,o,p,n,s,g
e,x,s,n,f,n,f,w,b,p,t,e,f,s,w,w,w,,e,n,a,g
e,x,y,w,t,l,f,c,b,g,e,c,,s,w,w,w,,p,,s,g
e,s,f,n,f,n,f,c,n,k,e,e,,s,w,w,w,o,p,k,v,u
e,x,s,w,t,a,f,w,,w,t,b,s,s,w,w,w,o,p,u,,d
e,x,y,,t,l,f,c,b,w,,r,s,,w,w,w,,p,k,,g
e,b,y,y,t,a,f,c,b,k,e,c,,s,w,w,w,o,p,n,n,g
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,,g
e,b,y,,t,a,f,c,b,n,,c,s,s,w,w,w,o,p,k,,m
e,b,s,,t,a,f,c,b,g,e,c,,s,w,w,,o,p,,s,g
e,b,s,,t,l,f,c,b,g,e,c,s,s,w,w,,,p,k,s,m
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,,o,p,k,n,g
e,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,,o,p,n,y,u
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,g
e,x,y,,t,a,f,c,b,k,e,c,,s,w,w,w,,p,n,s,g
e,f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,n,,p
e,b,s,,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g
e,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m
e,x,y,n,t,l,f,c,b,w,e,r,,y,w,w,w,o,p,k,y,g
e,b,s,,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g
e,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,,,u
e,b,s,,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,,g
e,x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,,o,p,u,,d
e,b,y,,t,a,f,c,,w,e,c,s,s,w,w,w,o,p,,s,g
e,f,y,,t,l,f,c,b,p,e,r,s,y,w,w,,o,p,n,s,g
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,,p,k,n,m
e,b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m
e,b,y,,t,a,f,c,b,g,e,c,,s,w,w,w,o,p,,,g
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,,,p,n,n,m
e,b,s,y,t,l,f,c,,g,e,c,s,s,w,w,w,o,p,n,n,g
p,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,u
e,s,f,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,y,u
e,f,f,n,f,n,f,c,n,g,e,e,s,s,w,w,,o,p,,v,u
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,,o,p,,s,m
e,f,y,,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,,p
p,x,y,,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,,s,g
e,b,s,,t,l,f,c,b,g,e,c,s,s,w,w,w,,p,n,s,m
e,f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,,v,u
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,,n,g
e,x,y,n,t,a,f,c,b,w,e,r,s,,w,w,w,o,p,n,y,p
e,x,f,,f,n,f,w,b,p,t,e,s,,w,w,w,o,e,k,s,g
e,x,s,w,t,l,f,w,n,w,t,b,,s,w,w,w,o,p,n,v,d
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m
e,f,s,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,,,d
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,,m
e,f,f,g,f,n,f,c,n,g,,e,s,s,w,w,,o,p,n,,u
e,b,s,y,t,a,f,c,b,n,e,c,s,,w,w,w,o,p,,,g
e,x,s,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,,m
e,x,y,,t,l,f,c,b,n,e,c,,s,w,w,w,o,p,,s,m
e,f,s,w,t,a,f,w,n,n,t,b,s,s,w,w,w,o,p,n,v,d
e,x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,,,g
e,x,s,w,t,a,f,c,b,g,e,c,,s,w,w,w,o,p,k,,g
e,x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,,e,,s,g
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,k,y,p
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,,v,u
e,b,s,w,t,a,f,c,,n,e,c,,s,w,w,w,,p,n,,g
e,b,s,,t,a,f,c,,k,e,c,s,s,w,w,w,o,p,k,s,m
e,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,,g
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,,,g
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,,o,p,,s,g
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,,n,m
e,,f,y,t,a,f,w,n,n,t,b,s,,w,w,,o,p,,,d
e,x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,,u
e,f,y,,t,a,f,c,b,n,e,r,,,w,w,w,o,p,n,s,g
e,b,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,m
e,x,s,,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,,g
e,x,y,,t,a,f,c,b,k,e,c,,s,w,w,w,o,p,k,s,g
e,x,y,,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,,,g
e,s,f,g,f,n,f,c,n,p,,e,s,s,w,w,,,p,,,u
e,x,s,w,t,a,f,c,b,n,e,c,s,,w,w,,o,p,n,n,m
p,x,s,,t,p,f,c,n,k,e,e,s,,w,w,,o,p,k,s,g
e,x,y,,t,a,f,c,b,n,e,r,,y,w,w,w,,p,n,,g
e,f,f,w,t,a,f,w,n,p,t,b,s,s,w,w,,o,p,n,v,d
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,,,p,k,n,m
e,b,y,,t,l,f,c,b,n,e,c,,s,w,w,w,o,p,k,,g
e,x,s,w,t,a,f,c,,g,e,c,s,s,w,w,w,o,p,n,n,g
e,x,s,,t,a,f,c,,g,e,c,s,s,w,w,,o,p,n,s,g
p,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u
e,b,s,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g
e,x,f,g,f,n,f,c,n,n,e,e,s,,w,w,w,o,p,k,,u
p,x,y,w,t,p,f,c,n,k,e,e,,s,w,w,,o,p,k,s,u
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,p
e,f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u
e,b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,,g
e,x,f,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,,v,d
e,x,y,,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,,g
e,b,y,,t,l,f,c,b,n,e,c,s,,w,w,w,o,p,n,s,g
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,,,g
e,f,y,,t,a,f,c,b,p,e,r,,y,w,w,w,o,p,k,s,p
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,,,p,k,y,p
e,x,s,,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g
e,x,s,w,t,a,f,c,,w,e,c,s,s,w,w,w,o,p,n,n,m
p,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,w,,p,k,v,u
e,f,f,w,t,a,f,w,n,p,t,b,s,s,w,w,,o,p,u,v,d
e,x,s,,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,,s,g
e,x,s,w,t,l,f,w,n,p,t,b,s,,w,w,w,,p,u,,d
e,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m
e,f,y,y,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,,,p
e,x,s,,f,n,f,w,b,p,t,e,,s,w,w,w,o,e,k,,g
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,,o,p,n,y,g
p,x,s,,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,,s,g
e,s,f,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,,u
e,b,y,,t,l,f,c,b,w,e,c,s,,w,w,w,o,p,,,m
e,b,s,,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g
e,b,y,w,t,l,f,c,b,k,e,c,s,,w,w,,o,p,n,,m
e,f,f,n,f,n,f,c,n,k,e,e,,s,w,w,w,o,p,n,v,u
e,x,s,w,t,a,f,c,b,w,e,c,,s,w,w,w,o,p,,n,m
e,b,y,w,t,l,f,c,b,g,e,c,s,,w,w,,o,p,k,n,g
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
e,f,y,,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,n,s,g
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,,o,p,k,v,g
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,,o,p,n,n,g
e,x,y,,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,,m
e,f,f,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d
e,f,f,g,f,n,f,c,n,g,e,e,s,,w,w,w,o,p,k,v,u
e,f,s,,f,n,f,w,b,p,t,e,,s,w,w,w,,e,,a,g
e,x,y,,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,,m
e,b,s,,t,a,f,c,b,k,e,c,s,s,w,w,,o,p,,s,m
p,f,y,,t,p,f,c,n,w,e,e,s,s,w,w,,o,p,k,s,u
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,,m
p,f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,,v,u
e,x,y,,t,l,f,c,b,k,e,c,,s,w,w,,,p,n,s,g
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,,p,n,,m
e,,y,,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,,s,p
e,x,y,,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,,s,p
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,g
e,x,y,w,t,a,f,c,b,w,,c,,s,w,w,,o,p,n,n,m
e,f,f,,f,n,f,w,b,h,t,e,s,s,w,w,w,o,e,k,,g
e,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m
p,x,y,,t,p,f,c,n,w,e,e,,s,w,w,w,,p,n,s,g
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,,o,p,n,n,m
e,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,w,o,p,n,,u
e,x,s,y,t,l,f,c,b,k,,c,s,s,w,w,,,p,k,s,m
e,b,y,w,t,l,f,c,b,n,e,c,,s,w,w,,o,p,k,n,m
e,f,y,,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,k,,g
e,b,y,,t,a,f,c,b,g,e,c,s,,w,w,w,o,p,,s,m
e,b,y,,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,,s,g
e,,y,n,t,l,f,c,b,n,e,r,s,y,w,w,,o,p,n,y,p
e,f,f,g,f,n,f,c,n,p,e,e,s,s,w,w,,o,p,n,y,u
e,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,,u
e,b,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g
e,x,s,,t,l,f,c,b,n,e,c,s,s,w,w,,o,p,k,s,m
e,b,y,,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g
e,x,s,,t,a,f,c,b,g,e,c,s,s,w,w,,o,p,k,s,m
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
e,x,s,y,t,a,f,c,b,k,e,c,,s,w,w,,o,p,k,s,m
e,x,f,,f,n,f,w,b,p,t,e,,f,w,w,w,o,e,k,s,g
e,f,s,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,,d
p,x,y,,t,p,f,c,n,p,e,e,s,s,w,w,w,,p,,,g
e,x,f,w,f,n,f,w,b,k,t,e,f,,w,w,,o,e,k,a,g
e,b,y,,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,,,g
e,x,s,y,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,,,d
e,b,y,w,t,a,f,c,b,n,e,c,,s,w,w,w,o,p,k,s,g
e,x,y,w,t,l,f,c,b,g,e,c,,s,w,w,w,o,p,,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,,o,p,n,y,d
e,b,y,,t,l,f,c,b,k,e,c,,s,w,w,w,o,p,n,,m
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
e,f,y,n,t,a,f,c,b,p,e,r,s,y,w,w,,o,p,k,y,g
e,x,f,,f,n,f,w,b,n,,e,s,s,w,w,w,o,e,n,,g
e,x,s,y,t,l,f,c,b,w,e,c,,s,w,w,,o,p,k,s,g
p,x,y,w,t,p,f,c,n,n,e,e,,s,w,w,w,o,p,n,,g
e,x,y,y,t,l,f,c,b,n,,c,,s,w,w,w,o,p,k,,g
e,x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,,,d
e,b,s,y,t,a,f,c,b,g,e,c,,s,w,w,w,o,p,n,n,g
p,x,y,w,t,p,f,c,n,k,e,e,,s,w,w,,,p,k,,u
e,x,s,y,t,a,f,w,n,w,,b,s,s,w,w,,o,p,n,v,d
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,,m
e,x,f,w,t,l,f,w,n,n,t,b,s,s,w,w,w,o,p,,v,d
e,f,s,w,t,l,f,w,n,w,t,b,s,,w,w,w,o,p,,v,d
e,x,y,,t,l,f,c,b,k,,c,s,s,w,w,,o,p,,s,m
e,f,f,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,p,,v,d
e,x,s,w,t,a,f,c,b,w,e,c,,s,w,w,w,o,p,,s,g
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m
