class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,f,y,n,t,a,f,c,b,n,,r,s,y,w,w,w,,p,n,y,g
,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,,o,e,n,s,g
,,y,w,t,p,f,,n,w,,e,s,,w,,w,,p,k,,g
e,f,f,g,f,n,f,c,n,n,e,e,s,s,,w,w,o,p,n,y,u
e,x,f,g,f,n,f,w,b,n,,e,s,,w,,,o,e,n,,g
,,y,y,t,l,f,c,b,w,,r,s,,w,,w,,p,k,s,g
e,x,s,n,f,n,f,w,b,k,,e,s,,w,,,o,e,k,s,g
e,,s,w,t,a,f,c,b,w,,c,s,s,w,w,w,,p,k,s,g
e,x,s,w,t,l,f,c,b,n,,c,s,,,w,w,,p,n,s,g
e,f,y,n,t,l,f,c,b,w,e,r,s,,w,,w,o,p,k,y,g
e,s,f,n,f,n,f,c,n,n,,e,s,s,,,w,,p,n,v,u
e,,f,n,f,n,f,,n,n,,e,s,,w,w,w,,p,n,y,u
e,b,s,w,t,l,f,c,b,k,e,c,s,,,,w,o,p,k,s,g
,x,y,y,t,a,f,c,b,g,,c,s,s,w,,w,,p,k,,g
,x,y,y,t,l,f,c,b,g,e,c,s,,w,,,o,p,k,n,m
,x,s,n,f,n,f,w,b,n,,e,s,s,,w,,o,e,n,a,g
,x,s,w,t,a,f,c,b,g,,c,s,s,w,w,w,,p,n,s,g
e,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,g
e,x,s,y,t,a,f,c,b,n,,c,s,,w,w,w,o,,k,n,g
e,,s,w,t,a,f,c,b,g,,c,s,,w,,,,p,n,s,g
e,,y,w,t,a,f,c,b,g,,c,s,,w,w,w,,p,k,,g
e,x,f,n,f,n,f,w,b,p,,e,f,s,w,w,,,e,k,s,g
e,b,s,y,t,l,f,c,b,n,,c,s,,,w,w,,,k,n,g
e,f,y,y,t,l,f,c,b,w,,r,s,y,w,,w,o,p,n,,g
e,x,y,y,t,a,f,c,b,n,e,r,s,,w,,w,o,p,k,y,p
e,b,y,w,t,l,f,c,b,g,,c,s,s,w,,w,,p,n,,g
e,x,y,y,t,a,f,c,b,n,e,c,s,,w,,w,o,p,k,,m
,x,y,y,t,a,f,c,b,w,,r,s,,w,w,w,,p,n,y,g
e,,y,w,t,l,f,c,b,n,,c,s,s,w,w,w,o,p,k,s,m
e,b,y,w,t,a,f,c,b,g,e,c,s,,w,w,w,,p,n,s,m
e,,s,y,t,a,f,c,b,k,e,c,s,,w,w,w,,p,k,,m
e,,s,y,t,l,f,c,b,w,e,c,s,s,w,w,,o,p,k,n,g
e,s,f,g,f,n,f,c,n,g,e,e,s,,w,w,w,o,p,k,y,u
e,x,f,w,t,a,f,,n,w,,b,s,s,,w,,,p,u,v,d
,x,s,y,t,a,f,c,b,n,,c,s,s,,w,w,o,p,k,n,m
p,x,y,w,t,p,f,,n,n,e,e,s,s,,,w,o,p,n,,u
e,x,y,y,t,l,f,c,b,p,e,r,s,,w,,w,,,n,s,g
,s,f,g,f,n,f,c,n,p,,e,s,s,,w,w,,,n,y,u
e,x,y,y,t,l,f,c,b,w,,r,s,,w,w,,,p,k,y,g
e,,s,y,t,l,f,w,n,p,t,b,s,,w,,,,p,u,v,d
e,,f,n,f,n,f,c,n,k,,e,s,,w,w,,,p,n,y,u
p,x,s,w,t,p,f,,n,k,,e,s,s,w,w,w,o,,k,,g
e,x,y,w,t,a,f,,b,g,,c,s,,w,w,w,,p,n,n,m
p,f,y,n,t,p,f,,n,p,,e,s,s,w,w,w,,p,k,v,g
e,,s,g,f,n,f,w,b,k,,e,s,,w,w,,o,e,n,,g
e,x,s,y,t,l,f,c,b,g,,c,s,s,w,,w,,p,n,,m
e,,s,w,f,n,f,w,b,n,,e,s,f,w,,,o,e,k,s,g
,b,s,y,t,a,f,c,b,w,,c,s,,w,w,,,p,n,n,g
e,f,f,g,f,n,f,w,b,h,t,e,s,,w,,,o,e,n,a,g
,x,s,w,t,l,f,c,b,n,,c,s,,,w,w,,p,k,n,g
e,b,s,w,t,l,f,c,b,n,,c,s,s,w,w,w,,p,n,s,m
e,,s,w,t,l,f,c,b,w,e,c,s,,w,,w,,p,n,s,g
e,,y,w,t,l,f,c,b,w,,c,s,s,,w,w,,p,n,s,m
e,f,s,w,t,l,f,w,n,w,,b,s,,w,w,,,p,u,,d
e,x,y,y,t,l,f,c,b,g,,c,s,s,,w,w,o,,k,s,m
e,,s,w,t,a,f,w,n,p,,b,s,,,w,,,p,n,v,d
p,,y,w,t,p,f,,n,w,,e,s,,,w,w,,p,n,,u
e,,f,w,t,l,f,,n,w,t,b,s,s,w,w,,,p,n,v,d
e,,y,y,t,a,f,c,b,n,e,c,s,s,w,,w,o,,n,s,g
p,x,s,n,t,p,f,c,n,p,,e,s,s,,w,w,,p,n,,g
e,,s,y,t,l,f,c,b,w,e,c,s,,,w,w,,p,n,n,g
e,x,y,n,t,a,f,,b,w,e,r,s,,,w,w,,p,k,y,p
e,b,y,y,t,l,f,c,b,g,e,c,s,,w,w,w,,p,k,,m
e,s,f,n,f,n,f,c,n,k,e,e,s,s,,w,w,,p,n,v,u
e,f,y,n,t,a,f,c,b,w,,r,s,y,,,w,,,k,,p
,x,y,y,t,a,f,c,b,k,e,c,s,,w,w,w,,p,k,n,g
e,x,f,g,f,n,f,w,b,k,,e,f,,w,w,,o,,k,,g
e,f,f,w,f,n,f,w,b,k,,e,s,,w,,,o,e,n,a,g
,x,y,y,t,l,f,c,b,w,,c,s,,,w,w,,,n,n,m
e,b,s,y,t,l,f,c,b,k,e,c,s,,w,w,w,,p,k,,g
e,b,y,w,t,a,f,c,b,g,,c,s,,w,w,,,,k,n,m
,x,y,w,t,a,f,c,b,w,,c,s,,w,w,w,o,,n,s,g
e,x,s,n,f,n,f,w,b,p,,e,f,s,w,,,o,e,n,a,g
,x,y,w,t,l,f,c,b,g,e,c,s,,,w,w,o,p,n,,g
e,s,f,n,f,n,f,c,n,k,,e,s,s,,,w,o,,k,v,u
,x,s,w,t,a,f,w,n,w,t,b,s,,,,,,p,u,v,d
e,,y,n,t,l,f,c,b,w,,r,s,,,w,w,,p,k,s,g
e,,y,y,t,a,f,c,b,k,e,c,s,,,w,w,,p,n,n,g
e,x,y,w,t,a,f,c,b,k,,c,s,,,w,w,o,p,n,,g
,b,y,w,t,a,f,c,b,n,,c,s,,w,w,w,o,p,k,,m
e,,s,y,t,a,f,c,b,g,e,c,s,s,,w,w,o,p,k,s,g
e,b,s,y,t,l,f,c,b,g,,c,s,,w,w,w,,,k,s,m
e,b,y,y,t,a,f,c,b,n,,c,s,,w,w,w,,,k,n,g
e,,f,n,f,n,f,c,n,k,,e,s,,,w,w,,p,n,y,u
e,f,y,n,t,l,f,c,b,n,e,r,s,,w,w,w,,p,n,y,g
,x,y,w,t,a,f,c,b,k,,c,s,s,w,w,w,o,,n,s,g
e,f,y,y,t,l,f,c,b,w,e,r,s,,,w,w,o,p,n,y,p
,b,s,w,t,a,f,c,b,w,e,c,s,,w,w,,,,n,s,g
e,,s,w,t,a,f,c,b,w,,c,s,s,w,w,w,,,k,,m
e,x,y,n,t,l,f,c,b,w,,r,s,y,,,w,o,p,k,,g
e,,s,w,t,a,f,c,b,k,,c,s,s,,w,w,,p,k,s,g
,x,f,g,f,n,f,c,n,g,e,e,s,,,w,w,,p,n,y,u
,,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g
e,x,f,y,t,l,f,w,n,n,,b,s,s,w,w,,,p,u,v,d
e,,y,y,t,a,f,,b,w,,c,s,,,w,w,,,k,s,g
,,y,y,t,l,f,,b,p,,r,s,y,w,,w,,p,n,s,g
e,b,y,w,t,l,f,c,b,w,,c,s,,w,w,,,p,k,n,m
e,b,y,w,t,a,f,c,b,k,,c,s,,,,w,,,k,n,m
e,,y,y,t,a,f,c,b,g,e,c,s,,,w,w,o,,n,s,g
e,x,y,y,t,l,f,c,b,g,e,c,s,,,w,w,,p,n,,m
e,b,s,y,t,l,f,c,b,g,e,c,s,,w,w,w,,,n,n,g
p,x,y,w,t,p,f,,n,p,e,e,s,,,,w,,p,n,,u
,s,f,n,f,n,f,c,n,g,e,e,s,,w,w,,,p,n,y,u
e,,f,n,f,n,f,c,n,g,e,e,s,s,,w,w,,,k,v,u
e,x,s,y,t,a,f,c,b,g,,c,s,,,w,w,,p,n,,m
e,f,y,n,t,a,f,c,b,p,,r,s,,,w,w,o,p,k,s,p
,,y,w,t,p,f,,n,k,,e,s,s,,w,w,,p,k,,g
e,b,s,w,t,l,f,c,b,g,,c,s,,w,w,w,,p,n,s,m
e,f,f,g,f,n,f,c,n,p,e,e,s,s,w,,w,o,p,k,v,u
e,b,y,y,t,l,f,c,b,g,,c,s,s,w,w,w,,,n,n,g
e,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,,p,n,,p
,x,f,w,f,n,f,w,b,p,,e,s,,w,w,,o,e,k,s,g
,,s,w,t,l,f,w,n,w,,b,s,s,w,,,,p,n,v,d
e,,s,w,t,l,f,c,b,w,e,c,s,,w,w,,,p,n,s,m
e,f,s,y,t,a,f,w,n,w,,b,s,s,w,w,,,p,n,v,d
,x,s,y,t,a,f,c,b,k,e,c,s,,w,w,w,,p,n,n,m
e,f,f,g,f,n,f,c,n,g,e,e,s,s,,w,w,,p,n,y,u
e,b,s,y,t,a,f,,b,n,e,c,s,,,,w,o,p,k,,g
,x,s,w,t,l,f,c,b,g,,c,s,,w,,w,,,n,n,m
e,x,y,w,t,l,f,c,b,n,,c,s,s,w,,w,,p,n,,m
e,f,s,w,t,a,f,w,n,n,,b,s,s,w,w,,,p,n,v,d
e,,y,y,t,l,f,c,b,w,,c,s,,w,,w,,p,n,s,g
e,b,s,w,t,l,f,c,b,w,,c,s,s,,w,w,,p,k,s,g
e,x,s,w,t,a,f,c,b,g,e,c,s,,,,,,p,k,n,g
,x,f,w,f,n,f,w,b,h,t,e,f,,w,w,,,e,k,s,g
e,,y,n,t,l,f,c,b,n,,r,s,,,w,w,,p,k,y,p
p,,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,,p,n,v,u
e,b,s,w,t,a,f,c,b,n,e,c,s,,,w,w,,p,n,n,g
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,,w,,p,k,s,m
,b,y,w,t,l,f,c,b,n,,c,s,s,,,w,,p,n,,g
e,b,y,w,t,a,f,c,b,w,,c,s,,w,w,w,,p,k,,g
e,x,s,y,t,a,f,,b,w,e,c,s,,w,,w,,p,k,s,g
e,b,s,w,t,l,f,c,b,w,e,c,s,,w,w,w,,,k,,m
,x,f,y,t,a,f,w,n,n,t,b,s,s,w,w,,,p,n,,d
e,x,f,g,f,n,f,c,n,n,e,e,s,,,w,w,o,p,n,y,u
e,f,y,y,t,a,f,c,b,n,,r,s,y,w,w,w,o,p,n,s,g
,b,s,w,t,l,f,c,b,n,e,c,s,,w,,w,,p,k,n,m
,x,s,y,t,a,f,c,b,g,,c,s,s,w,,w,o,p,k,,g
e,x,y,y,t,a,f,c,b,k,,c,s,s,w,w,w,,p,k,s,g
e,x,y,w,t,l,f,c,b,w,,c,s,,w,w,,,,n,,g
e,s,f,g,f,n,f,c,n,p,e,e,s,,w,w,w,,p,n,v,u
,x,s,w,t,a,f,c,b,n,,c,s,,,w,w,,,n,n,m
p,x,s,w,t,p,f,,n,k,,e,s,,w,w,w,,p,k,s,g
e,,y,y,t,a,f,,b,n,,r,s,y,w,w,w,o,p,n,,g
,f,f,w,t,a,f,w,n,p,t,b,s,,w,,,,p,n,v,d
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,,w,,p,k,n,m
e,b,y,w,t,l,f,c,b,n,,c,s,s,w,w,w,,,k,s,g
e,x,s,w,t,a,f,c,b,g,e,c,s,,,w,w,,p,n,n,g
,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,,n,s,g
p,x,y,n,t,p,f,,n,p,,e,s,,w,w,w,,p,k,,u
,b,s,y,t,a,f,c,b,n,e,c,s,s,w,,w,,p,n,n,g
,x,f,g,f,n,f,c,n,n,e,e,s,s,,w,w,o,p,k,y,u
p,x,y,w,t,p,f,,n,k,,e,s,,,,w,o,p,k,s,u
e,,y,y,t,l,f,c,b,n,,r,s,,w,,w,,p,n,y,p
e,,f,n,f,n,f,c,n,k,,e,s,s,,w,w,,p,k,v,u
e,b,s,w,t,l,f,c,b,k,,c,s,s,w,w,w,,p,n,n,g
,,f,w,t,l,f,w,n,w,,b,s,s,w,w,,,p,n,,d
e,x,y,w,t,l,f,c,b,w,,c,s,s,,w,w,o,p,k,s,g
e,b,y,y,t,l,f,c,b,n,,c,s,s,,,w,o,,n,s,g
e,x,y,y,t,l,f,c,b,n,,r,s,,w,w,w,o,p,k,,g
,f,y,y,t,a,f,,b,p,,r,s,y,,w,,,p,k,s,p
e,f,y,y,t,a,f,c,b,w,,r,s,,,w,w,,p,k,,p
,x,s,w,t,l,f,c,b,w,e,c,s,,,w,w,o,p,k,s,g
e,,s,w,t,a,f,c,b,w,e,c,s,,w,w,w,,p,n,,m
,,s,w,t,p,f,,n,n,e,e,s,,w,w,w,,p,k,v,u
,f,f,w,t,a,f,w,n,p,,b,s,,w,w,,,p,u,,d
,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,,p,n,s,g
e,x,s,w,t,l,f,w,n,p,t,b,s,s,w,,,o,p,u,v,d
,,y,w,t,a,f,c,b,n,e,c,s,,,,w,,,k,,m
e,,y,y,t,l,f,c,b,w,,r,s,,,,w,,p,k,y,p
e,,s,n,f,n,f,w,b,p,,e,f,s,w,w,,o,e,k,s,g
e,,y,y,t,a,f,c,b,w,e,r,s,y,w,,w,,p,n,y,g
p,x,s,n,t,p,f,c,n,p,,e,s,s,w,w,w,,p,n,,g
e,s,f,n,f,n,f,c,n,g,e,e,s,s,,,w,,p,n,v,u
,b,y,y,t,l,f,c,b,w,e,c,s,s,w,w,w,,p,n,s,m
,b,s,w,t,l,f,c,b,n,e,c,s,,w,,w,,p,n,,g
e,,y,w,t,l,f,c,b,k,,c,s,,w,w,w,,p,n,n,m
e,f,f,n,f,n,f,c,n,k,,e,s,,,,w,o,p,n,v,u
e,x,s,w,t,a,f,c,b,w,,c,s,,w,w,w,o,p,k,n,m
,b,y,w,t,l,f,c,b,g,e,c,s,s,,w,w,,,k,n,g
e,,y,w,t,a,f,c,b,g,,c,s,,w,w,w,,p,n,n,m
e,f,y,n,t,l,f,c,b,w,,r,s,y,w,w,w,o,p,n,s,g
,x,y,w,t,p,f,,n,k,e,e,s,,w,w,w,o,,k,,g
e,x,s,w,t,a,f,c,b,n,e,c,s,s,,,,,p,n,n,g
,x,y,w,t,a,f,c,b,n,,c,s,s,,,w,,p,n,s,m
e,,f,w,t,l,f,w,n,w,t,b,s,s,,w,,,p,u,v,d
,f,f,g,f,n,f,c,n,g,e,e,s,,,w,w,,p,k,,u
,f,s,g,f,n,f,w,b,p,,e,s,s,w,w,,o,e,k,a,g
e,x,y,y,t,a,f,,b,g,,c,s,s,w,,w,,p,n,s,m
e,b,s,w,t,a,f,c,b,k,e,c,s,,w,,w,,p,n,s,m
,f,y,n,t,p,f,,n,w,e,e,s,,w,w,w,,p,k,,u
,x,s,w,t,l,f,c,b,n,,c,s,,,w,w,,p,k,,m
p,f,s,n,t,p,f,,n,w,e,e,s,,,w,w,,,k,,u
e,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g
e,x,y,y,t,a,f,c,b,k,e,c,s,,w,,w,o,p,n,,m
e,f,y,y,t,a,f,c,b,n,,r,s,,,,w,o,p,n,s,p
e,x,y,n,t,a,f,c,b,w,,r,s,y,,w,w,,p,n,s,p
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,,w,,p,n,y,g
e,x,y,w,t,a,f,c,b,w,e,c,s,,w,w,w,o,p,n,,m
e,f,f,n,f,n,f,w,b,h,t,e,s,s,w,w,,o,,k,s,g
e,x,s,y,t,l,f,c,b,k,,c,s,,,,,o,p,n,,m
p,,y,w,t,p,f,,n,w,e,e,s,,,w,w,,,n,s,g
e,b,y,y,t,a,f,c,b,n,e,c,s,s,,w,w,o,p,n,n,m
e,s,f,n,f,n,f,c,n,p,e,e,s,,,,w,,p,n,v,u
,x,s,y,t,l,f,c,b,k,e,c,s,,w,w,w,,,k,s,m
e,,y,w,t,l,f,c,b,n,e,c,s,,w,w,w,,,k,n,m
e,f,y,n,t,a,f,c,b,n,,r,s,,w,,w,o,p,k,s,g
e,b,y,y,t,a,f,c,b,g,,c,s,,,w,w,,,k,,m
e,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,w,,,k,,g
,x,y,n,t,l,f,c,b,n,e,r,s,y,,w,w,,p,n,y,p
e,f,f,g,f,n,f,c,n,p,,e,s,,w,w,w,,p,n,y,u
,x,f,g,f,n,f,c,n,g,,e,s,s,,w,,o,p,k,,u
e,b,y,y,t,l,f,c,b,n,,c,s,s,w,w,w,o,p,k,s,g
e,x,s,y,t,l,f,c,b,n,,c,s,,,w,w,,p,k,s,m
e,,y,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,g
,x,s,w,t,a,f,c,b,g,e,c,s,s,,w,w,,p,k,s,m
e,b,s,y,t,a,f,c,b,g,,c,s,s,w,w,w,o,p,n,,m
e,x,s,y,t,a,f,c,b,k,,c,s,,,,w,o,p,k,s,m
,,f,g,f,n,f,w,b,p,,e,f,,w,w,,,e,k,s,g
e,f,s,y,t,a,f,w,n,p,t,b,s,s,w,w,,,p,n,,d
p,x,y,w,t,p,f,c,n,p,,e,s,,w,,,o,p,k,s,g
,,f,w,f,n,f,w,b,k,t,e,f,s,w,,,,e,k,a,g
e,b,y,w,t,a,f,c,b,w,,c,s,,,w,w,,p,k,s,g
e,x,s,y,t,l,f,w,n,w,t,b,s,,,,,,p,n,,d
e,b,y,w,t,a,f,c,b,n,,c,s,s,,w,,,,k,,g
e,x,y,w,t,l,f,c,b,g,e,c,s,s,,w,w,o,p,k,s,g
e,x,f,n,t,n,f,c,b,p,,b,s,s,,p,w,o,p,n,y,d
e,,y,w,t,l,f,c,b,k,e,c,s,,w,w,w,,p,n,s,m
,,s,y,t,l,f,,b,g,e,c,s,,w,w,w,,p,n,n,m
e,f,y,n,t,a,f,c,b,p,e,r,s,,,,w,o,p,k,y,g
e,,f,w,f,n,f,w,b,n,,e,s,s,w,w,,o,e,n,s,g
e,x,s,y,t,l,f,c,b,w,,c,s,,w,w,w,o,p,k,,g
p,x,y,w,t,p,f,,n,n,,e,s,s,,,w,,,n,v,g
,x,y,y,t,l,f,c,b,n,e,c,s,s,w,w,w,,,k,,g
,,f,w,t,a,f,w,n,p,,b,s,s,,w,,,p,n,,d
e,,s,y,t,a,f,c,b,g,e,c,s,,w,w,w,,p,n,n,g
p,x,y,w,t,p,f,,n,k,,e,s,,,w,w,o,p,k,,u
e,,s,y,t,a,f,w,n,w,,b,s,s,w,w,,o,,n,,d
e,x,y,w,t,a,f,c,b,k,,c,s,,,,w,,p,k,n,m
,,f,w,t,l,f,w,n,n,,b,s,s,w,w,,,p,n,v,d
e,f,s,w,t,l,f,w,n,w,,b,s,,w,w,,,p,n,v,d
e,x,y,y,t,l,f,c,b,k,e,c,s,,w,w,w,,p,n,s,m
,,f,y,t,a,f,w,n,w,t,b,s,s,w,w,,,p,u,v,d
e,,s,w,t,a,f,c,b,w,e,c,s,s,,w,w,,p,k,s,g
e,b,y,y,t,a,f,c,b,n,e,c,s,,w,w,,,,k,s,m
e,x,y,n,t,l,f,c,b,p,,r,s,y,,w,w,,p,n,s,p
,b,y,w,t,l,f,c,b,k,e,c,s,s,,w,w,o,,k,,g
e,x,s,y,t,a,f,c,b,n,e,c,s,,,,w,,p,n,,m
,x,y,n,t,p,f,,n,n,,e,s,,w,,w,,p,n,v,u
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,,,,p,k,n,g
,b,y,w,t,a,f,c,b,g,,c,s,s,w,w,w,o,,k,n,g
,x,y,n,t,p,f,,n,w,e,e,s,s,w,w,w,o,,k,v,u
e,,s,w,t,l,f,c,b,n,e,c,s,s,w,,w,,p,k,s,m
e,b,y,y,t,l,f,c,b,w,e,c,s,,,w,w,o,p,n,n,m
,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,,p,k,s,g
e,,y,w,t,l,f,c,b,g,,c,s,s,w,w,w,,p,n,,g
,x,f,n,t,n,f,c,b,p,,b,s,,,w,w,o,p,k,,d
e,x,y,n,t,a,f,c,b,w,,r,s,y,,w,w,,p,k,y,g
e,b,s,y,t,l,f,c,b,n,,c,s,,w,w,w,,p,n,s,g
,x,f,g,f,n,f,c,n,g,e,e,s,,w,w,w,,,n,v,u
e,x,y,n,t,l,f,c,b,n,,r,s,y,,w,w,o,p,k,y,g
,x,s,w,t,a,f,c,b,k,e,c,s,s,,w,w,o,p,n,s,g
