class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,x,y,y,t,a,f,,b,,e,,s,s,w,w,w,o,p,n,s,g
p,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,g
e,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,g
e,x,y,n,t,a,f,,b,w,e,,s,y,w,w,w,o,p,k,y,p
e,b,,y,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,k,n,m
e,s,,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u
e,f,,n,t,a,f,c,b,w,e,,s,y,w,w,w,o,p,k,y,p
e,x,y,y,t,a,f,c,b,k,e,,s,s,w,w,w,o,p,k,n,g
e,x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,e,k,s,g
e,f,f,w,f,n,f,w,b,,t,e,s,f,w,w,w,o,e,n,a,g
e,x,,,t,l,f,c,b,w,e,,s,s,w,w,w,o,p,n,n,m
e,b,s,y,t,l,f,,b,k,e,,s,s,w,w,w,o,p,k,n,g
e,b,y,w,,a,f,c,b,g,e,c,s,s,w,w,w,,p,k,n,m
e,x,y,w,t,a,f,,b,w,e,,s,s,w,w,w,,p,n,s,g
e,x,s,n,f,n,f,w,b,p,t,e,f,s,w,w,w,o,e,n,a,g
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,,u
e,x,,w,t,a,f,w,n,w,t,,s,s,w,w,w,o,p,u,v,d
e,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g
e,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,g
e,x,,,t,a,f,c,b,k,e,,s,s,w,w,w,o,p,n,n,g
e,b,y,w,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,k,s,m
e,b,s,y,,a,f,c,b,g,e,,s,s,w,w,w,o,p,k,s,g
e,b,s,,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,k,s,m
e,b,y,y,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,k,n,g
e,x,f,n,,n,f,c,n,k,e,e,s,s,w,w,w,o,p,,y,u
e,f,y,n,,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,g
e,x,y,w,t,a,f,,b,k,e,c,s,s,w,w,w,o,p,n,s,g
e,f,,y,,l,f,c,b,w,e,,s,y,w,w,w,o,p,n,y,p
e,b,,w,,a,f,c,b,w,e,,s,s,w,w,w,o,p,n,s,g
e,b,s,w,t,a,f,c,b,w,e,,s,s,w,w,w,o,p,k,s,m
e,x,y,n,t,l,f,c,b,w,e,,s,y,w,w,w,o,p,k,y,g
e,b,s,w,t,a,f,c,b,k,e,,s,s,w,w,w,o,p,k,s,g
e,x,f,g,,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,y,u
e,b,,y,t,l,f,c,b,k,e,,s,s,w,w,w,o,p,n,s,g
e,x,f,y,t,l,f,w,n,n,t,b,s,s,w,w,w,,p,u,v,d
e,b,y,y,,a,f,,b,w,e,,s,s,w,w,w,,p,k,s,g
e,f,,y,t,l,f,c,b,p,e,,s,y,w,w,w,o,p,n,s,g
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m
e,b,,w,t,a,f,,b,,e,,s,s,w,w,w,o,p,k,n,m
e,b,y,y,t,a,f,,b,g,e,,s,s,w,w,w,o,p,,s,g
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
e,b,,y,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,n,n,g
p,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,,v,u
e,s,,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,,u
e,f,f,n,f,n,,c,n,g,e,e,s,s,w,w,w,o,p,k,v,u
e,x,s,y,t,a,f,,b,g,e,c,s,s,w,w,w,o,p,,s,m
e,f,y,n,,a,f,c,b,p,e,,s,y,w,w,w,o,p,k,s,p
p,x,y,w,t,p,f,,n,k,e,e,s,s,w,w,w,o,p,,s,g
e,b,s,w,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,n,s,m
e,f,,g,,n,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u
e,b,y,y,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,n,n,g
e,x,y,n,t,a,f,,b,w,e,r,s,y,w,w,w,o,p,n,y,p
e,x,f,w,f,n,f,,b,p,t,e,s,f,w,w,w,o,e,k,s,g
e,x,s,w,t,l,f,w,n,w,t,,s,s,w,w,w,o,p,n,v,d
e,b,s,w,t,l,f,c,b,w,e,,s,s,w,w,w,o,p,n,s,m
e,f,s,y,t,a,f,w,n,w,t,,s,s,w,w,w,o,p,n,v,d
e,x,s,y,t,a,f,,b,k,e,,s,s,w,w,w,o,p,n,n,m
e,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,,y,u
e,b,s,y,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,k,,g
e,x,s,w,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,n,n,m
e,x,y,w,t,l,f,c,b,n,e,,s,s,w,w,w,o,p,n,s,m
e,f,,w,t,a,,w,n,n,t,,s,s,w,w,w,o,p,n,v,d
e,x,y,y,t,l,f,c,b,w,e,,s,s,w,w,w,o,p,n,s,g
e,b,,w,t,l,f,,b,w,e,,s,s,w,w,w,o,p,k,s,g
e,x,s,w,,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,g
e,x,,w,f,n,f,w,b,h,t,e,f,s,w,w,w,o,e,k,s,g
e,f,,n,t,l,f,,b,n,e,r,s,y,w,w,w,o,p,k,y,p
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u
e,b,s,w,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,n,n,g
e,b,s,w,t,a,f,c,b,k,e,,s,s,w,w,w,o,p,k,,m
e,b,y,w,t,l,f,,b,n,e,,s,s,w,w,w,o,p,n,n,g
e,b,y,w,,a,f,,b,w,e,,s,s,w,w,w,o,p,k,,g
e,x,s,y,,a,f,c,b,w,e,,s,s,w,w,w,o,p,k,s,g
e,b,s,w,t,l,f,c,b,w,e,,s,s,w,w,w,o,p,k,n,m
e,x,f,y,,a,f,,n,n,t,,s,s,w,w,w,,p,n,v,d
e,x,,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,y,u
e,f,y,y,t,a,f,c,b,n,e,,s,y,w,w,w,o,p,n,s,g
e,b,s,w,t,l,f,,b,n,e,,s,s,w,w,w,,p,k,n,m
e,x,s,y,t,a,f,,b,g,e,,s,s,w,w,w,o,p,k,s,g
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g
e,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g
e,s,f,g,,n,f,,n,p,e,e,s,s,w,w,w,o,p,n,v,u
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m
p,x,,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,,s,g
e,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,g
e,f,f,w,t,a,f,w,n,p,t,,s,s,w,w,w,o,p,n,v,d
e,x,,w,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,k,n,m
e,b,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g
e,x,,w,t,a,f,c,b,g,e,,s,s,w,w,w,o,p,n,n,g
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,,g
p,x,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,k,v,u
e,b,s,y,,a,f,c,b,n,e,,s,s,w,w,w,o,p,n,n,g
e,x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,y,u
p,x,y,w,t,p,f,,n,k,e,e,s,s,w,w,w,,p,,s,u
e,x,,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,p
e,f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u
e,b,s,w,t,l,f,c,b,k,e,,s,s,w,w,w,o,p,n,n,g
e,x,f,w,t,l,f,w,n,w,t,,s,s,w,w,w,o,p,n,v,d
e,x,y,w,t,l,f,c,b,w,e,,s,s,w,w,w,o,p,k,s,g
e,b,,y,,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g
e,x,,y,t,l,f,,b,n,e,r,s,y,w,w,w,o,p,k,s,g
e,f,y,y,,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,s,p
e,f,y,y,t,a,f,c,b,w,e,,s,y,w,w,w,o,p,k,,p
e,x,s,w,t,l,f,,b,w,e,,s,s,w,w,w,o,p,k,,g
e,x,s,w,t,a,,c,b,w,e,,s,s,w,w,w,,p,,n,m
p,x,s,w,t,p,f,c,n,,e,e,s,s,w,w,w,o,p,,v,u
e,f,f,,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d
e,x,s,w,t,l,f,c,b,w,e,,s,s,w,w,w,o,p,n,s,g
e,x,s,w,,l,f,w,n,p,t,,s,s,w,w,w,o,p,u,v,d
e,x,y,,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,,s,m
e,f,y,y,t,l,f,c,b,w,e,,s,y,w,w,w,o,p,k,y,p
e,x,s,n,f,n,f,,b,p,t,e,f,s,w,w,w,o,e,k,s,g
e,f,y,y,t,a,f,c,b,w,e,,s,y,w,w,w,o,p,n,y,g
p,x,s,,t,p,f,c,n,p,e,e,s,s,w,w,w,,p,,,g
e,s,f,n,f,n,f,c,n,,e,e,s,s,w,w,w,o,p,n,v,u
e,b,y,y,,l,f,c,b,w,e,,s,s,w,w,w,o,p,n,s,m
e,b,s,w,,l,f,,b,n,e,,s,s,w,w,w,o,p,n,s,g
e,b,y,w,,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m
e,f,,n,f,n,f,,n,k,e,e,s,s,w,w,w,o,p,n,v,u
e,x,s,w,,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m
e,b,,w,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,k,n,g
e,b,y,w,t,a,f,,b,g,e,,s,s,w,w,w,o,p,n,n,m
e,f,y,n,t,l,f,,b,w,e,,s,y,w,w,w,o,p,n,s,g
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,g
e,x,s,,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,n,n,g
e,x,,w,t,a,f,,b,n,e,c,s,s,w,w,w,o,p,n,s,m
e,f,f,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d
e,f,,g,f,n,f,,n,g,e,e,s,s,w,w,w,o,p,k,v,u
e,f,s,g,f,n,f,w,b,p,t,e,s,s,w,w,w,o,e,k,a,g
e,x,,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,b,s,w,t,a,f,c,b,k,e,,s,s,w,w,w,o,p,n,s,m
p,f,,n,t,p,f,c,n,w,e,e,s,s,w,w,w,,p,k,s,u
e,x,,w,t,l,f,,b,n,e,,s,s,w,w,w,o,p,k,n,m
p,f,s,n,,p,f,c,n,w,e,e,s,s,w,w,w,o,p,,v,u
e,x,y,w,,l,f,,b,k,e,,s,s,w,w,w,o,p,n,s,g
e,x,y,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m
e,f,y,y,,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,p
e,x,,n,t,a,f,c,b,w,e,,s,y,w,w,w,o,p,n,s,p
e,f,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,g
e,x,y,w,t,a,f,c,b,w,e,,s,s,w,w,w,o,p,n,n,m
e,f,,,f,n,f,,b,,t,e,s,s,w,w,w,,e,k,s,g
e,x,,y,t,l,f,,b,k,e,,s,s,w,w,w,o,p,n,n,m
p,x,,w,,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,g
e,b,,y,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,n,n,m
e,s,f,n,,n,f,c,n,,e,e,s,s,w,w,w,o,p,n,v,u
e,x,s,y,,l,f,,b,k,e,,s,s,w,w,w,o,p,k,s,m
e,b,y,w,,l,f,c,b,n,e,,s,s,w,w,w,o,p,k,n,m
e,f,,n,t,a,f,c,b,n,e,,s,y,w,w,w,o,p,k,s,g
e,b,,y,t,a,f,c,b,g,e,,s,s,w,w,w,o,p,k,s,m
e,b,y,,t,a,f,c,b,,e,,s,s,w,w,w,o,p,k,s,g
e,x,y,n,t,l,f,c,b,n,e,,s,y,w,w,w,o,p,n,y,p
e,f,f,,f,n,f,,n,p,e,e,s,s,w,w,w,o,p,n,y,u
e,x,,g,,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,y,u
e,b,y,y,t,l,f,c,b,n,e,,s,s,w,w,w,o,p,k,s,g
e,x,s,y,t,l,f,c,b,n,e,,s,s,w,w,w,o,p,k,,m
e,b,,,t,l,f,c,b,k,e,,s,s,w,w,w,o,p,n,s,g
e,x,s,w,t,a,f,c,b,g,e,,s,s,w,w,w,o,p,k,s,m
e,b,s,y,t,a,f,,b,g,e,,s,s,w,w,w,o,p,n,,m
e,x,s,y,,a,,c,b,k,e,,s,s,w,w,w,o,p,k,s,m
e,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,s,g
e,f,s,y,,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
p,x,y,,,p,f,,n,p,e,e,s,s,w,w,w,,p,,s,g
e,x,,w,f,n,f,w,b,k,t,e,f,s,w,w,w,o,e,k,a,g
e,b,y,w,,a,f,,b,w,e,,s,s,w,w,w,o,p,,s,g
e,x,,y,t,l,f,w,n,w,t,,s,s,w,w,w,o,p,n,,d
e,b,y,,t,a,f,,b,n,e,,s,s,w,w,w,o,p,k,s,g
e,x,y,w,t,l,f,c,b,g,e,,s,s,w,w,w,o,p,k,s,g
e,x,,n,t,n,f,c,b,p,t,,s,s,g,p,w,o,p,n,y,d
e,b,,w,t,l,f,c,b,k,e,,s,s,w,w,w,o,p,,s,m
e,x,s,y,t,l,f,c,b,,e,,s,s,w,w,w,o,p,n,n,m
e,f,y,n,,a,f,,b,p,e,,s,y,w,w,w,o,p,k,y,g
e,x,,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g
e,x,,y,t,l,f,c,b,w,e,,s,s,w,w,w,o,p,k,s,g
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,p,,v,g
e,x,,y,t,l,f,,b,n,e,,s,s,w,w,w,o,p,k,s,g
e,x,f,w,t,a,f,w,n,p,t,,s,s,w,w,w,,p,n,v,d
e,b,s,y,,a,f,,b,g,e,,s,s,w,w,w,o,p,n,n,g
p,x,y,w,,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,u
e,x,s,y,t,a,f,,n,w,t,b,s,s,w,w,w,o,p,n,v,d
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m
e,x,,w,,l,f,w,n,n,t,,s,s,w,w,w,o,p,n,v,d
e,f,s,w,,l,f,w,n,,t,,s,s,w,w,w,o,p,n,v,d
e,x,y,y,t,l,f,,b,k,e,,s,s,w,w,w,,p,n,s,m
e,f,f,y,,a,f,w,n,w,t,,s,s,w,w,w,o,p,u,v,d
e,x,s,w,,a,f,,b,w,e,,s,s,w,w,w,o,p,k,s,g
e,b,y,y,t,a,f,c,b,n,e,,s,s,w,w,w,o,p,k,s,m
