class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,s,f,g,f,n,f,c,n,k,e,e,s,s,w,w,w,,p,k,v,u
p,x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,,p,n,s,u
e,x,f,y,t,,f,w,n,p,t,,s,s,w,w,w,o,p,n,,d
e,b,s,y,t,,f,c,,k,e,c,s,s,w,w,w,o,p,k,s,m
e,b,y,y,t,,f,c,,n,e,c,s,s,w,w,w,o,p,n,s,g
e,x,y,y,,l,f,c,b,n,e,r,s,y,w,w,w,o,,k,,p
e,x,f,n,f,n,f,c,n,g,e,e,s,s,,w,w,,p,k,y,u
p,x,y,w,t,,f,c,n,p,e,e,s,s,,w,w,o,,n,v,g
e,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,,k,n,m
e,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g
e,x,y,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m
e,x,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,m
e,x,y,y,t,l,f,c,b,n,e,r,s,y,w,w,w,o,p,n,s,p
e,f,y,y,t,,f,c,b,w,e,r,s,y,w,w,w,,p,k,s,p
e,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,k,s,g
e,x,s,w,t,,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g
e,b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,w,,p,n,n,m
p,x,y,n,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u
p,x,s,w,,p,f,c,n,k,e,,s,s,w,w,w,o,p,k,v,u
e,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m
e,f,f,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,a,g
e,b,s,w,t,a,f,c,b,w,e,c,s,s,,w,w,o,p,n,n,g
e,x,s,y,t,l,f,c,b,k,e,c,,s,w,w,w,o,p,k,n,g
e,x,y,n,t,a,f,c,b,p,e,r,s,y,w,w,w,o,p,k,y,p
e,s,f,g,f,n,f,c,n,k,e,e,s,s,,w,w,o,p,n,v,u
e,b,y,y,t,,f,,b,k,e,c,s,s,w,w,w,o,p,n,s,m
e,b,s,y,t,l,f,c,b,g,e,c,,s,w,w,w,o,p,n,s,m
e,b,y,y,t,,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
e,b,y,w,,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g
e,f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,w,o,e,k,,g
e,x,s,w,t,,f,c,b,n,e,c,s,s,,w,w,o,p,k,s,g
e,f,y,y,,a,f,,b,w,e,r,s,y,w,w,w,o,p,n,s,g
e,x,y,y,t,a,f,c,b,w,e,c,s,s,w,w,w,,p,k,n,g
e,x,f,g,f,,f,,n,p,e,e,s,s,w,w,w,o,,n,v,u
e,f,f,y,t,l,f,w,,p,t,b,s,s,w,w,w,o,p,n,,d
e,b,y,w,,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,f,f,y,t,,f,w,n,w,t,,s,s,,w,w,,p,n,v,d
e,x,y,n,t,,f,c,b,p,e,r,s,y,w,w,w,,p,k,s,p
e,b,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,g
e,f,s,y,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
e,x,s,w,t,l,f,w,,n,t,b,s,s,w,w,w,o,p,u,v,d
e,f,y,n,t,,f,c,,p,e,r,s,y,w,w,w,o,p,n,y,p
p,x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,w,o,,n,,u
e,f,y,n,,a,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,g
e,x,s,n,f,n,f,w,b,k,t,e,f,s,w,w,w,o,,n,s,g
p,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,,p,k,s,g
e,f,f,g,,n,f,c,n,n,e,e,,s,w,w,w,,p,n,y,
e,x,f,g,f,n,f,w,b,n,t,e,s,s,w,w,w,o,,n,s,g
e,x,y,y,,l,f,c,b,w,e,r,s,y,w,w,w,,p,k,,g
e,x,s,n,f,n,f,w,b,k,t,e,s,s,w,w,w,,e,k,s,g
e,b,s,w,t,a,f,c,b,w,e,c,s,s,,w,w,,p,k,,g
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,p,n,,g
e,f,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,g
e,s,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
e,x,f,n,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,n,,u
e,b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,w,o,,k,s,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,,w,w,o,p,k,s,g
e,x,y,y,t,l,f,c,,g,e,c,s,s,w,w,w,,p,k,,m
e,x,s,n,f,,f,w,b,n,t,e,s,s,w,w,w,o,,n,a,g
e,x,s,w,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g
e,f,y,n,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,s,g
e,x,s,y,t,,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g
e,b,s,w,t,,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g
e,x,y,w,t,a,f,c,b,g,e,,s,s,,w,w,o,,k,s,g
e,x,f,n,f,n,f,w,b,p,t,e,f,s,,w,w,o,e,k,s,g
e,b,s,y,t,l,f,c,b,n,e,c,s,s,w,w,w,,p,k,n,g
e,f,y,y,,l,f,c,b,w,e,r,s,y,w,w,w,,p,n,,g
e,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,w,,p,k,y,p
e,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g
e,x,y,y,t,a,f,c,,n,e,c,s,s,w,w,w,o,p,k,n,m
e,x,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,,n,y,g
e,b,y,w,,,f,c,b,n,e,c,s,s,w,w,w,,p,k,s,m
e,b,y,w,t,a,f,,b,g,e,,s,s,w,w,w,o,p,n,s,m
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,,k,n,m
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,,p,k,n,g
e,s,f,g,f,,f,c,n,g,e,e,s,s,w,w,w,o,p,k,y,u
e,x,f,w,t,a,f,w,n,w,t,b,s,s,w,w,w,o,,u,v,d
e,x,s,y,,a,f,c,b,n,e,c,s,s,,w,w,,p,k,n,m
p,x,y,w,t,,f,c,n,n,e,e,s,s,w,w,w,o,p,n,v,u
e,x,y,y,t,l,f,c,b,p,e,r,s,y,,w,w,,p,n,s,g
e,s,f,g,,n,f,c,n,p,e,e,s,s,w,w,w,,p,n,y,u
e,x,y,y,t,l,f,c,b,w,e,,s,y,,w,w,o,p,k,y,g
e,x,s,y,t,l,f,w,n,p,t,b,s,s,,w,w,o,p,u,v,d
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,y,u
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,,k,v,g
e,x,y,w,,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
p,f,y,n,t,p,f,c,n,p,e,e,s,s,w,w,w,,p,k,v,g
e,f,s,g,f,,f,w,b,k,t,e,s,s,w,w,w,o,e,n,a,g
e,x,s,y,t,,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,x,s,w,f,n,f,w,b,n,t,e,s,f,w,w,w,o,e,k,s,g
e,b,s,y,t,a,f,c,b,w,e,c,s,s,w,w,w,o,,n,n,g
e,f,f,g,f,n,f,w,b,h,t,e,s,s,w,w,w,,e,n,a,g
e,x,s,w,t,l,f,c,b,n,e,,s,s,w,w,w,o,p,k,n,g
e,b,s,w,t,l,f,c,,n,e,c,s,s,,w,w,o,p,n,s,m
e,b,s,w,,,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,,n,s,m
e,f,s,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,m
e,f,s,w,t,,f,w,n,p,t,b,s,s,w,w,w,o,p,n,,d
p,x,y,w,,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,v,u
e,f,f,w,t,l,f,,n,w,t,b,s,s,w,w,w,o,,n,,d
e,x,y,y,,,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,g
p,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,w,o,p,n,v,g
e,b,s,y,t,l,f,c,,w,e,c,s,s,,w,w,,p,n,n,g
e,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,,p,k,y,p
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,k,n,m
e,s,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u
e,f,y,n,t,a,f,c,b,w,e,r,s,y,,w,w,,p,k,y,p
e,x,y,y,t,a,f,,b,k,e,c,s,s,w,w,w,,p,k,n,g
e,x,f,g,f,n,f,w,b,k,t,e,f,f,w,w,w,o,,k,s,g
e,f,f,w,f,n,f,w,b,k,t,e,s,f,w,w,w,o,e,n,,g
e,x,y,y,t,,f,c,b,w,e,c,s,s,w,w,w,,p,n,,m
e,b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,g
e,b,y,w,t,a,f,c,b,g,e,,s,s,,w,w,o,p,k,n,m
e,x,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g
e,x,s,n,f,n,f,w,,p,t,e,f,s,w,w,w,o,e,n,a,g
e,x,y,w,t,l,f,c,b,g,e,c,s,s,,w,w,o,p,n,s,g
e,s,f,n,f,n,f,c,n,k,e,,s,s,w,w,w,,p,k,v,u
e,x,s,w,t,a,f,w,n,w,t,b,s,s,w,w,w,,p,u,v,d
e,x,y,n,t,l,f,c,b,w,e,,s,y,,w,w,o,p,k,s,g
e,b,y,y,t,a,f,c,,k,e,c,s,s,w,w,w,o,p,n,n,g
e,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,,p,n,n,g
e,b,y,w,t,a,f,c,,n,e,c,s,s,w,w,w,o,p,k,s,m
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,k,s,g
e,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,,p,k,s,m
e,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,n,g
e,x,f,n,,,f,,n,k,e,e,s,s,,w,w,o,p,n,y,u
e,f,y,n,,,f,c,b,n,e,r,s,y,w,w,w,o,p,n,y,g
e,x,y,w,t,a,f,,b,k,e,c,s,s,,w,w,o,p,n,s,g
e,f,y,y,,l,f,c,b,w,e,r,s,y,,w,w,,p,n,y,p
e,b,s,w,t,a,f,c,b,w,e,c,s,s,,w,w,o,p,n,s,g
e,b,s,w,t,,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,m
e,x,y,n,t,l,f,c,b,w,e,r,s,y,w,w,w,o,p,k,y,g
e,b,s,w,t,a,f,c,b,k,e,c,s,s,,w,w,o,,k,s,g
e,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,,n,y,u
e,b,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,,,n,s,g
e,x,f,y,t,l,f,w,n,n,t,b,s,s,,w,w,,p,u,v,d
e,b,y,y,t,,f,c,b,w,e,c,s,s,,w,w,o,,k,s,g
e,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,w,o,p,n,,g
e,b,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,n,m
e,b,y,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,,m
e,b,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,g
e,x,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,,p,n,n,m
e,b,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,,,n,,g
p,x,y,w,,,f,c,n,p,e,e,s,s,w,w,w,o,,n,v,u
e,s,f,n,f,,f,c,n,g,e,e,s,s,w,w,w,o,p,n,y,u
e,f,f,n,,n,f,c,n,g,e,e,s,s,w,w,w,o,p,k,v,u
e,x,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,f,y,n,,a,f,c,b,p,e,r,s,y,,w,w,o,p,k,s,p
p,x,y,w,t,p,f,c,n,k,e,e,s,s,,w,w,o,p,k,s,g
e,b,s,w,,,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,f,f,g,f,n,f,,n,p,e,e,s,s,w,w,w,o,p,k,v,u
e,b,y,y,t,l,f,c,b,g,e,c,s,s,w,w,w,,,n,n,g
e,x,y,n,t,a,f,c,b,w,e,r,s,y,w,w,w,,p,n,y,p
e,x,f,w,f,n,f,w,b,p,t,e,s,f,,w,w,,,k,,g
e,x,s,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,m
e,f,s,y,t,,f,w,n,w,t,,s,s,w,w,w,o,p,n,,d
e,x,s,y,,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m
e,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,y,u
e,b,s,y,,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g
e,x,s,w,t,l,f,c,,g,e,c,s,s,w,w,w,o,p,n,n,m
e,x,y,w,t,l,f,c,b,n,e,c,s,s,w,w,w,o,,n,s,m
e,f,s,w,t,a,f,w,,n,t,b,s,s,w,w,w,,,n,v,d
e,x,y,y,t,,f,c,b,w,e,,s,s,w,w,w,o,,n,s,g
e,b,s,w,t,l,f,c,b,w,e,c,s,s,w,w,w,,p,k,s,g
e,x,s,w,t,a,f,c,b,g,e,c,s,s,,w,w,o,p,k,n,g
e,x,f,w,f,n,f,w,b,h,t,e,f,s,w,w,w,,e,k,s,g
e,f,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,,p,k,y,p
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,,,n,v,u
e,b,s,w,,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,s,m
e,b,y,w,,l,f,c,b,n,e,c,s,s,w,w,w,,p,n,,g
e,b,y,w,t,a,f,c,b,w,e,c,s,s,,w,w,,p,k,,g
e,x,s,y,t,,f,c,b,w,e,c,s,s,w,w,w,,p,k,s,g
e,b,s,w,,l,f,c,,w,e,c,s,s,w,w,w,o,p,k,n,m
e,x,f,y,t,a,f,w,n,n,t,b,s,s,w,w,w,,p,n,v,d
e,x,f,g,f,n,f,,n,n,e,e,s,s,w,w,w,o,p,n,,u
e,f,y,y,t,,f,c,b,n,e,r,s,y,w,w,w,o,,n,s,g
e,b,s,w,t,l,f,c,b,n,e,c,s,s,,w,w,o,p,k,n,m
e,x,s,y,,a,f,c,b,g,e,c,s,s,,w,w,,p,k,s,g
e,x,y,y,t,a,f,,b,k,e,c,s,s,,w,w,o,p,k,s,g
e,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,,n,s,g
e,s,f,g,f,n,f,c,n,p,e,,s,s,w,w,w,o,p,n,v,u
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,m
p,x,s,w,t,p,f,c,n,k,e,e,s,s,w,w,w,,p,k,s,g
e,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,w,,p,n,s,g
e,f,f,w,,a,f,w,n,p,t,b,s,s,,w,w,o,p,n,,d
e,x,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,,,k,n,m
e,b,y,w,,l,f,c,b,n,e,c,s,s,w,w,w,,p,k,s,g
e,x,s,w,,a,f,c,b,g,e,c,s,s,w,w,w,,p,n,n,g
e,x,s,y,t,a,f,c,,g,e,c,s,s,w,w,w,o,,n,,g
p,x,y,n,t,p,f,c,n,p,e,,s,s,w,w,w,,p,k,v,u
e,b,s,y,t,a,f,c,b,n,e,c,s,s,,w,w,o,p,n,n,g
e,x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,w,o,p,k,y,u
p,x,y,w,t,,f,c,n,k,e,e,s,s,w,w,w,,p,k,,u
e,x,y,y,,,f,c,b,n,e,r,,y,,w,w,,p,n,y,
e,f,f,n,f,,f,c,n,k,e,e,s,s,,w,w,,p,k,v,u
e,b,s,w,t,l,f,c,b,k,e,c,s,s,,w,w,,p,n,n,g
e,x,f,w,t,,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
e,x,y,w,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g
e,b,y,y,,l,f,c,b,n,e,c,s,s,w,w,w,,p,n,s,g
e,x,y,y,t,l,f,c,,n,e,r,s,y,,w,w,o,p,k,s,g
e,f,y,y,,a,f,,b,p,e,r,s,y,w,w,w,,,k,s,p
e,f,y,y,,a,f,c,b,w,e,r,s,y,w,w,w,o,,k,y,p
e,x,s,w,t,l,f,c,b,w,e,c,s,s,,w,w,o,p,k,s,g
e,x,s,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,n,n,m
p,x,s,w,t,p,f,c,n,n,e,e,s,s,w,w,w,o,,k,v,u
e,f,f,w,t,,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d
e,x,s,w,t,,f,c,b,w,e,c,s,s,w,w,w,o,p,n,s,g
e,x,s,w,t,l,f,w,n,p,t,b,s,s,w,w,w,o,p,u,v,d
e,x,y,w,t,,f,c,,n,e,c,s,s,w,w,w,o,p,k,s,m
e,f,y,y,t,,f,c,b,w,e,r,s,y,,w,w,o,p,k,y,p
e,x,s,n,,,f,w,b,p,t,e,f,s,w,w,w,o,e,k,s,g
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,g
p,x,s,n,t,p,f,c,n,p,e,,s,s,w,w,w,o,p,n,s,g
e,s,f,n,f,n,f,c,n,g,e,e,s,s,w,w,w,o,p,n,v,u
e,b,y,y,,l,f,c,b,w,e,c,s,s,w,w,w,,p,n,s,m
e,b,s,w,t,l,f,c,b,n,e,,s,s,w,w,w,o,p,n,s,g
e,b,y,w,t,,f,c,b,k,e,c,,s,w,w,w,,,n,n,m
e,f,f,n,f,n,f,c,n,k,e,e,s,s,w,w,w,o,p,n,v,u
e,x,s,w,t,a,f,c,b,w,e,c,s,s,,w,w,o,,k,n,m
e,b,y,w,t,l,f,c,b,g,e,c,s,s,w,w,w,,p,k,n,g
e,b,y,w,,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
e,f,y,n,,l,f,c,b,w,e,r,s,y,w,w,w,o,,n,,g
p,x,y,w,t,p,f,c,n,k,e,e,s,s,w,w,w,o,p,k,v,g
e,x,s,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,n,g
e,x,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,n,s,m
e,f,f,w,t,l,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d
e,f,f,g,f,,f,c,n,g,e,e,s,s,w,w,w,,p,k,v,u
e,f,s,g,f,n,f,w,,p,t,e,s,s,,w,w,,e,k,a,g
e,x,y,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,s,m
e,b,s,w,t,a,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m
p,f,y,n,,p,f,c,n,w,e,,s,s,w,w,w,o,p,k,s,u
e,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,w,,p,k,,m
p,f,s,n,,p,f,c,n,w,e,e,s,s,w,w,w,,,k,v,u
e,x,y,w,t,l,f,c,b,k,e,,s,s,w,w,w,o,,n,s,
e,x,y,y,t,a,f,c,b,k,e,c,s,s,,w,w,,,n,n,m
e,f,y,y,t,a,f,c,b,n,e,,s,y,,w,w,o,,n,s,p
e,x,y,n,t,a,f,c,,w,e,,s,y,w,w,w,,p,n,s,p
e,f,y,n,t,a,f,c,b,w,e,r,s,y,,w,w,o,p,n,y,g
e,x,y,w,t,a,f,c,,w,e,c,s,s,w,w,w,o,p,n,n,m
e,f,f,n,f,,f,w,b,h,t,e,s,s,w,w,w,o,e,k,,g
e,x,s,y,,,f,c,b,k,e,c,s,s,w,w,w,o,p,n,n,m
p,x,y,w,t,p,f,c,n,w,e,e,s,s,w,w,w,o,p,n,s,g
e,b,y,y,t,a,f,,b,n,e,c,s,s,w,w,w,o,p,n,n,m
e,s,f,n,,n,f,c,,p,e,e,s,s,w,w,w,,p,n,v,u
e,x,s,y,t,l,f,c,b,k,e,c,s,s,w,w,w,,,k,s,m
e,b,y,w,t,l,f,c,b,n,e,c,s,s,,w,w,o,p,k,,m
e,f,y,n,t,a,f,c,b,n,e,,s,y,w,w,w,o,p,k,,g
e,b,y,y,t,,f,c,b,g,e,c,s,s,w,w,w,,p,k,s,m
e,b,y,w,t,a,f,c,b,g,e,c,s,s,,w,w,o,p,k,s,g
e,x,y,n,t,l,f,c,b,n,e,r,s,y,w,w,w,o,,n,,p
e,f,f,g,f,n,f,c,n,p,e,,s,s,w,w,w,,p,n,y,u
e,x,f,g,f,n,f,c,n,g,e,e,s,s,w,w,w,,p,k,y,u
e,b,y,y,t,l,f,c,,n,e,c,s,s,w,w,w,,p,k,s,g
e,x,s,y,t,,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,m
e,b,y,w,,l,f,c,,k,e,,s,s,w,w,w,,p,n,s,g
e,x,s,w,t,a,f,c,b,g,e,c,,s,w,w,w,o,p,k,s,m
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,,p,n,n,m
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,,,k,s,m
e,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,w,o,e,k,s,g
e,f,s,y,t,a,f,w,n,p,t,b,s,s,w,w,w,o,,n,,d
p,x,y,w,t,p,f,c,n,p,e,e,s,s,w,w,w,,p,k,s,g
e,x,f,w,f,n,f,w,b,k,t,e,f,s,,w,w,o,e,k,a,g
e,b,y,w,t,a,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g
e,x,s,y,t,,f,w,n,w,t,b,s,s,w,w,w,o,p,n,v,d
e,b,y,w,t,a,f,c,b,n,e,c,s,s,w,w,w,o,p,k,s,g
e,x,y,w,,l,f,c,b,g,e,c,s,s,w,w,w,,,k,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,s,g,p,w,o,p,n,,d
e,b,y,w,,l,f,c,b,k,e,c,s,s,w,w,w,o,p,n,s,m
e,x,s,y,t,l,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,m
e,f,y,n,t,,f,c,b,p,e,r,s,y,w,w,w,o,p,k,,g
e,x,f,w,f,n,f,w,b,n,t,e,s,s,w,w,w,o,e,n,s,g
e,x,s,y,t,l,f,c,b,w,e,c,s,s,w,w,w,o,p,k,s,g
p,x,y,w,t,p,f,c,n,n,e,e,s,s,w,w,w,,p,n,v,g
e,x,y,y,t,l,f,c,b,n,e,c,s,s,,w,w,o,p,k,,g
e,x,f,w,t,a,f,w,n,p,t,b,s,s,w,w,w,o,p,n,v,d
e,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,w,o,p,n,n,g
p,x,y,w,t,p,f,c,n,k,e,e,,s,w,w,w,o,p,k,v,u
e,x,s,y,t,a,f,w,n,w,t,b,s,s,w,w,w,o,,n,v,d
e,x,y,w,,a,f,c,b,k,e,c,s,s,w,w,w,o,p,k,n,m
e,x,f,w,t,l,f,w,n,n,t,b,s,s,,w,w,,p,n,v,d
e,f,s,w,t,l,f,w,n,w,t,,s,s,w,w,w,o,p,n,v,d
e,x,y,y,t,,f,c,,k,e,c,s,s,,w,w,o,p,n,,m
e,f,f,y,,,f,w,n,w,t,b,s,s,w,w,w,o,p,u,v,d
