class,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
e,b,s,w,t,a,f,c,,,e,c,s,s,w,w,w,o,p,k,,m
e,x,y,,t,l,f,c,,,e,r,s,,w,w,,o,p,k,y,g
e,b,s,w,t,a,f,c,b,,,c,s,s,w,w,w,o,p,k,s,g
e,x,f,g,f,n,f,c,,g,,e,s,,w,,w,o,,n,y,u
e,b,s,y,t,l,f,c,,k,,c,s,s,w,,w,o,p,n,,g
e,x,f,y,t,l,f,w,n,n,t,b,s,s,w,,w,o,p,u,v,d
e,b,y,y,t,a,f,c,b,,e,c,s,s,w,,w,o,p,k,s,g
e,f,y,y,t,l,f,c,,,e,r,s,,w,w,w,o,p,n,s,g
e,b,y,,t,l,f,c,b,w,,,s,,w,,w,o,p,k,n,m
e,,y,w,t,a,f,c,,,,c,s,s,w,,,o,,k,n,m
e,b,y,y,t,a,f,c,,,e,c,s,,w,w,w,o,p,n,,g
e,x,y,,t,l,f,c,,,,c,s,s,w,w,w,o,p,n,n,m
e,b,s,y,t,l,f,c,,g,,c,s,,w,w,w,o,p,n,,g
p,x,y,w,t,p,f,c,,,,e,s,s,w,w,,o,p,n,,u
e,s,f,n,f,n,f,c,n,g,e,e,s,,w,w,w,o,p,n,y,u
e,f,f,n,f,n,f,c,n,g,e,e,s,,w,w,w,o,p,k,v,u
e,x,s,y,t,a,f,c,,,e,c,s,,w,w,w,o,p,n,,m
e,f,y,n,t,a,f,c,b,p,,r,s,,w,,w,o,,k,s,p
p,x,y,,t,p,f,c,,,,e,s,,w,w,w,o,p,k,s,g
e,b,s,w,t,l,f,c,b,,,c,s,,w,,w,o,,n,s,m
e,f,f,g,f,n,f,c,,p,,e,s,s,w,w,w,o,,k,v,u
e,b,y,y,t,l,f,c,b,,,c,s,s,w,w,w,o,p,n,,g
e,x,y,n,t,a,f,c,,,e,r,s,y,w,w,w,o,p,n,y,p
e,x,f,w,f,n,f,w,b,p,,,s,f,w,w,w,o,e,k,,g
e,x,s,w,t,l,f,w,n,w,,,s,,w,w,w,o,p,n,,d
e,b,s,w,t,l,f,c,,,,c,s,,w,,w,o,,n,s,m
e,f,s,y,t,a,f,w,n,,,,s,,w,w,w,o,p,n,v,d
e,x,s,y,t,a,f,c,b,,,c,s,s,w,,,o,p,n,n,m
e,f,f,g,f,n,f,c,n,g,,e,s,s,w,,w,o,p,n,,u
e,b,s,y,t,a,f,c,,n,,c,s,s,w,w,,o,,k,,g
e,x,s,w,t,l,f,c,,,e,c,s,s,w,w,,o,p,n,n,m
e,x,y,w,t,l,f,c,b,n,,c,s,,w,,w,o,p,n,,m
e,f,s,w,t,a,f,w,n,n,t,,s,s,w,,w,o,,n,,d
e,x,y,y,t,l,f,c,,w,e,,s,s,w,,w,o,p,n,s,g
e,b,s,,t,l,f,c,,,e,c,s,,w,w,w,o,p,k,s,g
e,x,s,,t,a,f,c,b,g,e,c,s,,w,,,o,p,k,n,g
e,x,f,,f,n,f,w,,h,t,e,f,,w,,w,o,e,k,s,g
e,f,y,,t,l,f,c,,n,e,r,s,y,w,,,o,p,k,,p
p,,s,w,t,p,f,c,n,,e,e,s,s,w,,w,o,p,n,,u
e,b,s,w,t,a,f,c,b,n,,c,s,,w,,w,o,p,n,,g
e,b,s,w,t,a,f,c,,k,e,c,s,s,w,,,o,,k,,m
e,b,y,w,t,l,f,c,,n,e,c,s,,w,w,w,o,p,n,n,g
e,b,y,,t,a,f,c,b,,e,c,s,,w,,w,o,p,k,,g
e,x,s,y,t,a,f,c,,w,,c,s,s,w,,w,o,p,k,s,g
e,b,s,,t,l,f,c,,,e,c,s,s,w,w,w,o,p,k,,m
e,,f,y,t,a,f,w,n,n,,b,s,,w,w,w,o,p,n,v,d
e,x,f,g,f,n,f,c,n,n,,e,s,s,w,,w,o,p,n,y,u
e,f,y,y,t,a,f,c,b,n,e,,s,y,w,w,w,o,p,n,,g
e,b,s,w,t,l,f,c,,n,e,c,s,s,w,,w,o,,k,n,m
e,x,s,y,t,a,f,c,,g,,,s,s,w,,w,o,p,k,,g
e,x,y,,t,a,f,c,,k,e,,s,s,w,w,,o,p,k,,g
e,x,y,w,t,l,f,c,,w,,,s,s,w,w,,o,p,n,s,g
e,s,f,g,f,n,f,c,n,p,,e,s,,w,w,w,o,p,n,v,u
e,x,s,w,t,a,f,c,,,,c,s,,w,w,w,o,,n,n,m
p,x,s,,t,p,f,c,,,e,,s,,w,w,w,o,p,k,s,g
e,x,y,y,t,a,f,c,b,,,r,s,,w,,w,o,,n,s,g
e,f,f,w,t,a,f,w,n,,t,b,s,,w,w,w,o,p,n,,d
e,x,y,,t,l,f,c,,g,,,s,s,w,w,,o,p,k,n,m
e,b,y,,t,l,f,c,,n,,c,s,s,w,,w,o,p,k,,g
e,x,s,w,t,a,f,c,b,g,,,s,s,w,w,w,o,p,n,,g
e,x,s,y,t,a,f,c,,,,c,s,s,w,w,w,o,,n,s,g
p,x,y,n,t,p,f,c,,p,,e,s,s,w,,w,o,p,k,,u
e,b,s,y,t,a,f,c,,n,,c,s,s,w,w,w,o,p,n,,g
e,x,f,g,f,n,f,c,,n,,e,s,s,w,w,w,o,p,k,y,u
p,x,y,w,t,p,f,c,n,,e,,s,s,w,,w,o,p,k,s,u
e,x,y,y,t,l,f,c,,,,,s,y,w,w,w,o,p,n,y,p
e,f,f,n,f,n,f,c,n,k,e,,s,s,w,w,,o,p,k,v,u
e,b,s,w,t,l,f,c,,,e,c,s,,w,,w,o,,n,n,g
e,x,f,w,t,l,f,w,n,,,b,s,s,w,,,o,,n,v,d
e,x,y,,t,l,f,c,b,,,,s,,w,,w,o,p,k,s,g
e,b,y,y,t,l,f,c,,,,c,s,,w,w,w,o,p,n,s,g
e,x,y,,t,l,f,c,,,,,s,,w,w,w,o,p,k,,g
e,f,y,y,t,a,f,c,,p,,r,s,,w,,w,o,p,k,s,p
e,f,y,y,t,a,f,c,,,e,r,s,y,w,w,w,o,,k,,p
e,x,s,,t,l,f,c,,w,e,c,s,,w,w,w,o,p,k,,g
e,,s,w,t,a,f,c,,w,,c,s,,w,w,w,o,p,n,n,m
p,x,s,w,t,p,f,c,,,e,e,s,,w,w,w,o,,k,v,u
e,f,f,w,t,a,f,w,n,p,,b,s,,w,w,w,o,p,u,v,d
e,x,s,w,t,l,f,c,b,,e,c,s,s,w,,w,o,p,n,,g
e,x,s,w,t,l,f,w,n,p,,,s,s,w,,,o,p,u,,d
e,x,y,w,t,a,f,c,,,,c,s,,w,,w,o,p,k,s,m
e,f,y,,t,l,f,c,b,w,,,s,y,w,w,,o,p,k,y,p
e,x,s,n,f,n,f,w,,p,,e,f,s,w,,w,o,e,k,s,g
e,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,w,o,p,n,y,g
p,x,s,n,t,p,f,c,n,,e,e,s,s,w,w,w,o,p,n,,g
e,s,f,,f,n,f,c,n,g,,e,s,s,w,w,,o,p,n,v,u
e,b,y,y,t,l,f,c,,w,,c,s,s,w,,w,o,p,n,s,m
e,b,s,w,t,l,f,c,b,n,e,c,s,,w,w,,o,p,n,,g
e,b,y,w,t,l,f,c,b,,,,s,s,w,w,w,o,p,n,n,m
e,f,f,n,f,n,f,c,,k,e,,s,,w,,w,o,,n,,u
e,x,s,,t,a,f,c,,w,e,,s,s,w,w,w,o,p,k,n,m
e,b,y,w,t,l,f,c,b,,,,s,s,w,w,w,o,p,k,n,g
e,b,y,w,t,a,f,c,,,,c,s,,w,w,w,o,,n,n,m
e,f,y,n,t,l,f,c,b,w,e,r,s,,w,w,w,o,p,n,s,g
p,x,y,w,t,p,f,c,,k,e,,s,,w,w,w,o,p,k,,g
e,x,s,w,t,a,f,c,,n,e,c,s,,w,w,w,o,p,n,n,g
e,x,y,w,t,a,f,c,,,,c,s,,w,w,,o,,n,,m
e,f,f,w,t,l,f,w,n,w,,b,s,,w,w,w,o,,u,,d
e,f,f,g,f,n,f,c,,g,,e,s,,w,w,w,o,p,k,,u
e,f,s,g,f,n,f,w,b,p,,e,s,,w,,w,o,e,k,,g
e,x,y,y,t,a,f,c,,,,c,s,,w,,w,o,,n,,m
e,b,s,w,t,a,f,c,b,,e,c,s,,w,,w,o,p,n,s,m
p,f,y,n,t,p,f,c,,w,e,e,s,,w,w,w,o,p,k,s,u
e,x,s,,t,l,f,c,b,,,c,s,s,w,,w,o,,k,,m
p,f,s,,t,p,f,c,,,,e,s,,w,w,w,o,p,k,v,u
e,x,y,w,t,l,f,c,b,,e,c,s,,w,w,w,o,p,n,s,g
e,,y,y,t,a,f,c,,,,c,s,,w,w,,o,p,n,,m
e,f,y,y,t,a,f,c,,n,,r,s,y,w,,,o,p,n,s,p
e,x,y,n,t,a,f,c,,w,e,,s,,w,,w,o,p,n,,p
e,f,y,n,t,a,f,c,,,,r,s,y,w,,w,o,p,n,y,g
e,x,y,w,t,a,f,c,,w,,,s,s,w,w,w,o,p,n,,m
e,f,f,n,f,n,f,w,,h,t,e,s,s,w,,w,o,e,k,s,g
e,x,s,y,t,l,f,c,,k,,c,s,s,w,,w,o,p,n,,m
p,x,y,w,t,p,f,c,,,,e,s,,w,,w,o,p,n,s,g
e,b,y,y,t,a,f,c,,n,,c,s,,w,w,,o,p,n,n,m
e,s,f,n,f,n,f,c,,p,,e,s,s,w,,w,o,p,n,,u
e,x,s,,t,l,f,c,,,e,c,s,,w,,,o,p,k,,m
e,b,y,,t,l,f,c,,,,c,s,,w,,w,o,p,k,,m
e,f,y,,t,a,f,c,b,,e,r,s,,w,w,w,o,p,k,s,g
e,b,y,,t,a,f,c,,g,e,c,s,s,w,w,w,o,p,k,s,m
e,b,y,,t,a,f,c,b,g,,,s,,w,w,w,o,,k,s,g
e,,y,n,t,l,f,c,,,,r,s,y,w,,w,o,,n,,p
e,f,f,,f,n,f,c,,p,e,e,s,,w,,w,o,p,n,y,u
e,x,f,g,f,n,f,c,,g,e,e,s,,w,,w,o,p,k,y,u
e,b,y,y,t,l,f,c,,,e,c,s,s,w,w,w,o,p,k,s,g
e,x,s,y,t,l,f,c,,,e,c,s,s,w,w,w,o,p,k,s,m
e,b,y,,t,l,f,c,,,,c,s,,w,w,w,o,,n,,g
e,x,s,,t,a,f,c,,g,,c,s,s,w,w,,o,p,k,s,m
e,b,s,y,t,a,f,c,,,e,c,s,s,w,w,w,o,p,n,,m
e,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,w,o,,k,s,m
e,x,f,,f,n,f,w,b,p,t,e,f,f,w,,w,o,e,k,s,g
e,f,s,y,t,a,f,w,n,p,,,s,s,w,w,w,o,,n,,d
p,x,y,w,t,p,f,c,,,e,e,s,s,w,,w,o,p,k,,g
e,x,f,w,f,n,f,w,b,,t,e,f,s,w,w,,o,e,k,,g
e,b,y,,t,a,f,c,b,w,,c,s,,w,w,w,o,,k,s,g
e,x,s,y,t,l,f,w,,w,,b,s,,w,w,,o,p,n,,d
e,b,y,,t,a,f,c,,n,e,,s,,w,w,w,o,,k,s,g
e,x,y,w,t,l,f,c,b,,,c,s,,w,,w,o,,k,s,g
e,x,f,n,t,n,f,c,b,p,t,b,s,,g,p,,o,p,n,,d
e,b,y,w,t,l,f,c,b,,,c,s,,w,w,w,o,p,n,s,m
e,,s,y,t,l,f,c,,,,c,s,,w,w,w,o,p,n,,m
e,f,y,,t,a,f,c,,,,r,s,y,w,w,w,o,,k,,g
e,x,f,w,f,n,f,w,,n,t,,s,,w,w,w,o,e,n,s,g
e,x,s,y,t,l,f,c,,w,e,c,s,s,w,w,w,o,p,k,,g
p,x,y,w,t,p,f,c,n,,,e,s,s,w,,,o,p,n,v,g
e,x,y,,t,l,f,c,,,,c,s,s,w,w,w,o,,k,s,g
e,x,f,w,t,a,f,w,n,,,b,s,,w,,w,o,p,n,,d
e,b,s,y,t,a,f,c,,,,,s,s,w,,,o,p,n,n,g
p,x,y,w,t,p,f,c,n,,e,e,s,s,w,,w,o,p,k,v,u
e,x,s,y,t,a,f,w,n,,t,b,s,,w,,w,o,,n,,d
e,x,y,,t,a,f,c,,,e,c,s,,w,w,w,o,p,k,,m
e,x,f,w,t,l,f,w,n,,,b,s,s,w,w,w,o,p,n,v,d
e,f,s,w,t,l,f,w,,w,,b,s,,w,,w,o,,n,v,d
e,x,y,y,t,l,f,c,b,k,e,,s,,w,,w,o,p,n,s,m
e,f,f,y,t,a,f,w,n,,t,b,s,s,w,,w,o,p,u,,d
e,x,s,w,t,a,f,c,b,,e,c,s,,w,,,o,p,k,s,g
e,b,y,y,t,a,f,c,b,,,c,s,,w,w,w,o,p,k,,m
e,x,y,n,t,l,f,c,,p,,r,s,y,w,,w,o,,n,s,p
e,b,y,w,t,l,f,c,b,,,c,s,,w,w,w,o,,k,,g
e,x,s,y,t,a,f,c,b,,,,s,,w,w,w,o,p,n,s,m
p,x,y,n,t,p,f,c,,n,e,e,s,,w,w,w,o,p,n,,u
e,b,s,,t,l,f,c,b,w,,c,s,,w,w,w,o,p,k,,g
e,b,y,,t,a,f,c,,,e,,s,s,w,,w,o,p,k,,g
p,x,y,n,t,p,f,c,n,w,e,,s,s,w,,w,o,p,k,,u
e,b,s,w,t,l,f,c,b,n,e,c,s,,w,w,w,o,p,k,s,m
e,b,y,y,t,l,f,c,,,,c,s,s,w,w,w,o,p,n,n,m
e,,y,,t,a,f,c,,,,c,s,,w,,,o,p,k,s,g
e,x,y,w,t,l,f,c,,g,e,c,s,,w,,,o,p,n,n,g
e,x,f,n,t,n,f,c,b,p,t,b,s,,p,,w,o,,k,y,d
e,x,y,n,t,a,f,c,b,w,e,r,s,,w,,w,o,p,k,,g
e,b,s,y,t,l,f,c,,,e,c,s,,w,,,o,,n,,g
e,x,f,,f,n,f,c,,g,e,e,s,,w,,w,o,p,n,v,u
e,x,y,n,t,l,f,c,,,,r,s,,w,,w,o,,k,y,g
e,x,s,w,t,a,f,c,,,,,s,s,w,w,w,o,,n,,g
e,b,y,w,t,a,f,c,b,n,,c,s,,w,w,,o,p,k,n,g
