V1,V2,V3,V4,V5,V6,V7
vhigh,high,,,med,high,unacc
vhigh,high,,2,big,low,unacc
vhigh,high,2,2,big,med,unacc
vhigh,high,,2,big,high,unacc
vhigh,high,,4,small,low,
vhigh,high,2,4,small,med,
vhigh,high,2,4,small,high,unacc
vhigh,high,,4,med,low,unacc
vhigh,high,,4,med,med,
vhigh,high,2,4,med,high,unacc
vhigh,high,2,4,big,low,unacc
vhigh,high,,4,big,med,unacc
vhigh,high,2,4,big,high,unacc
vhigh,high,2,more,small,low,unacc
vhigh,high,,more,small,med,unacc
vhigh,high,2,more,small,high,unacc
vhigh,high,2,more,med,low,unacc
vhigh,high,2,more,med,med,unacc
vhigh,high,,more,med,high,unacc
vhigh,high,2,more,big,low,unacc
vhigh,high,2,more,big,med,unacc
vhigh,high,2,more,big,high,unacc
vhigh,high,3,2,small,low,unacc
vhigh,high,,2,small,med,
vhigh,high,,2,small,high,unacc
vhigh,high,,2,med,low,unacc
vhigh,high,,2,med,med,
vhigh,high,,2,med,high,unacc
vhigh,high,,2,big,low,unacc
vhigh,high,,2,big,med,
vhigh,high,,2,big,high,unacc
vhigh,high,3,4,small,low,unacc
vhigh,high,,4,small,med,unacc
vhigh,high,3,4,small,high,unacc
vhigh,high,,,med,low,unacc
vhigh,high,3,4,med,med,
vhigh,high,,4,med,high,unacc
vhigh,high,3,4,big,low,unacc
vhigh,high,3,4,big,med,
vhigh,high,3,,big,high,unacc
vhigh,high,,more,small,low,unacc
vhigh,high,,more,small,med,
vhigh,high,3,more,small,high,unacc
vhigh,high,3,more,med,low,unacc
vhigh,high,3,more,med,med,
vhigh,high,,more,med,high,unacc
vhigh,high,,more,big,low,unacc
vhigh,high,,more,big,med,unacc
vhigh,high,,more,big,high,unacc
vhigh,high,,2,small,low,unacc
vhigh,high,4,2,small,med,
vhigh,high,,2,small,high,unacc
vhigh,high,,2,med,low,unacc
vhigh,high,4,2,med,med,unacc
vhigh,high,,2,med,high,unacc
vhigh,high,4,2,big,low,unacc
vhigh,high,,2,big,med,
vhigh,high,4,2,big,high,unacc
vhigh,high,4,4,small,low,unacc
vhigh,high,4,4,small,med,unacc
vhigh,high,,4,small,high,unacc
vhigh,high,,4,med,low,unacc
vhigh,high,,4,med,med,unacc
vhigh,high,,4,med,high,unacc
vhigh,high,,4,big,low,unacc
vhigh,high,4,4,big,med,unacc
vhigh,high,4,4,big,high,unacc
vhigh,high,4,,small,low,unacc
vhigh,high,,more,small,med,unacc
vhigh,high,,more,small,high,unacc
vhigh,high,,more,med,low,unacc
vhigh,high,4,more,med,med,
vhigh,high,,more,med,high,unacc
vhigh,high,,more,big,low,unacc
vhigh,high,,more,big,med,
vhigh,high,,more,big,high,unacc
vhigh,high,,2,small,low,unacc
vhigh,high,5more,2,small,med,
vhigh,high,5more,2,small,high,unacc
vhigh,high,,,med,low,unacc
vhigh,high,,2,med,med,unacc
vhigh,high,5more,2,med,high,unacc
vhigh,high,,,big,low,unacc
vhigh,high,5more,2,big,med,
vhigh,high,,2,big,high,unacc
vhigh,high,,4,small,low,unacc
vhigh,high,,,small,med,unacc
vhigh,high,,,small,high,unacc
vhigh,high,,4,med,low,unacc
vhigh,high,5more,4,med,med,unacc
vhigh,high,5more,4,med,high,unacc
vhigh,high,5more,4,big,low,unacc
vhigh,high,,4,big,med,unacc
vhigh,high,,,big,high,unacc
vhigh,high,5more,,small,low,unacc
vhigh,high,,more,small,med,
vhigh,high,5more,more,small,high,unacc
vhigh,high,5more,more,med,low,unacc
vhigh,high,5more,,med,med,unacc
vhigh,high,5more,more,med,high,unacc
vhigh,high,5more,,big,low,unacc
vhigh,high,5more,more,big,med,unacc
vhigh,high,5more,more,big,high,unacc
vhigh,med,2,2,small,low,unacc
vhigh,med,,2,small,med,
vhigh,med,2,2,small,high,unacc
vhigh,med,,2,med,low,unacc
vhigh,med,,2,med,med,unacc
vhigh,med,2,,med,high,unacc
vhigh,med,,2,big,low,unacc
vhigh,med,2,2,big,med,unacc
vhigh,med,2,2,big,high,unacc
vhigh,med,,4,small,low,unacc
vhigh,med,,4,small,med,
vhigh,med,,4,small,high,acc
vhigh,med,,4,med,low,unacc
vhigh,med,,4,med,med,unacc
vhigh,med,2,,med,high,acc
vhigh,med,,4,big,low,unacc
vhigh,med,2,4,big,med,
vhigh,med,2,4,big,high,acc
vhigh,med,,more,small,low,unacc
vhigh,med,,more,small,med,unacc
vhigh,med,,more,small,high,unacc
vhigh,med,,more,med,low,unacc
vhigh,med,,,med,med,unacc
vhigh,med,2,more,med,high,acc
vhigh,med,,,big,low,unacc
vhigh,med,2,more,big,med,
vhigh,med,2,more,big,high,acc
vhigh,med,3,2,small,low,unacc
vhigh,med,3,2,small,med,
vhigh,med,,2,small,high,unacc
vhigh,med,3,,med,low,unacc
vhigh,med,,2,med,med,unacc
vhigh,med,3,2,med,high,unacc
vhigh,med,3,2,big,low,unacc
vhigh,med,,2,big,med,
vhigh,med,,,big,high,unacc
vhigh,med,,4,small,low,unacc
vhigh,med,,,small,med,
vhigh,med,3,4,small,high,acc
vhigh,med,,,med,low,unacc
vhigh,med,3,4,med,med,unacc
vhigh,med,,4,med,high,acc
vhigh,med,,4,big,low,unacc
vhigh,med,3,4,big,med,acc
vhigh,med,3,,big,high,acc
vhigh,med,,more,small,low,unacc
vhigh,med,,more,small,med,
vhigh,med,3,more,small,high,acc
vhigh,med,,more,med,low,unacc
vhigh,med,3,more,med,med,
vhigh,med,3,more,med,high,acc
vhigh,med,3,,big,low,unacc
vhigh,med,3,more,big,med,
vhigh,med,,more,big,high,
vhigh,med,,2,small,low,unacc
vhigh,med,4,2,small,med,unacc
vhigh,med,,2,small,high,unacc
vhigh,med,4,2,med,low,unacc
vhigh,med,4,2,med,med,unacc
vhigh,med,4,2,med,high,unacc
vhigh,med,,2,big,low,unacc
vhigh,med,,2,big,med,unacc
vhigh,med,,2,big,high,unacc
vhigh,med,4,4,small,low,unacc
vhigh,med,,4,small,med,
vhigh,med,4,4,small,high,acc
vhigh,med,,,med,low,unacc
vhigh,med,4,4,med,med,
vhigh,med,4,,med,high,acc
vhigh,med,4,4,big,low,unacc
vhigh,med,4,4,big,med,
vhigh,med,4,,big,high,acc
vhigh,med,,more,small,low,unacc
vhigh,med,,more,small,med,
vhigh,med,4,more,small,high,acc
vhigh,med,4,more,med,low,unacc
vhigh,med,,more,med,med,
vhigh,med,,more,med,high,acc
vhigh,med,4,more,big,low,unacc
vhigh,med,4,more,big,med,
vhigh,med,4,more,big,high,acc
vhigh,med,,,small,low,unacc
vhigh,med,5more,2,small,med,
vhigh,med,,,small,high,unacc
vhigh,med,,2,med,low,unacc
vhigh,med,5more,2,med,med,
vhigh,med,5more,2,med,high,unacc
vhigh,med,,2,big,low,unacc
vhigh,med,5more,2,big,med,unacc
vhigh,med,5more,,big,high,unacc
vhigh,med,,4,small,low,unacc
vhigh,med,,4,small,med,unacc
vhigh,med,,4,small,high,acc
vhigh,med,,4,med,low,unacc
vhigh,med,,4,med,med,
vhigh,med,5more,4,med,high,acc
vhigh,med,5more,,big,low,unacc
vhigh,med,,,big,med,
vhigh,med,,,big,high,acc
vhigh,med,5more,,small,low,unacc
vhigh,med,5more,more,small,med,unacc
vhigh,med,5more,more,small,high,acc
vhigh,med,,more,med,low,unacc
vhigh,med,,more,med,med,
vhigh,med,,more,med,high,acc
vhigh,med,,more,big,low,unacc
vhigh,med,,more,big,med,
vhigh,med,5more,more,big,high,acc
vhigh,low,,2,small,low,unacc
vhigh,low,2,2,small,med,unacc
vhigh,low,2,2,small,high,unacc
vhigh,low,,,med,low,unacc
vhigh,low,2,2,med,med,
vhigh,low,,,med,high,unacc
vhigh,low,,2,big,low,unacc
vhigh,low,,2,big,med,unacc
vhigh,low,2,2,big,high,unacc
vhigh,low,2,4,small,low,unacc
vhigh,low,,4,small,med,
vhigh,low,2,4,small,high,acc
vhigh,low,2,4,med,low,
vhigh,low,,4,med,med,
vhigh,low,,4,med,high,acc
vhigh,low,2,4,big,low,unacc
vhigh,low,2,4,big,med,
vhigh,low,2,4,big,high,acc
vhigh,low,,more,small,low,unacc
vhigh,low,2,more,small,med,unacc
vhigh,low,2,more,small,high,unacc
vhigh,low,,more,med,low,unacc
vhigh,low,2,more,med,med,
vhigh,low,,,med,high,acc
vhigh,low,2,more,big,low,unacc
vhigh,low,2,more,big,med,
vhigh,low,2,more,big,high,acc
vhigh,low,3,2,small,low,unacc
vhigh,low,,2,small,med,unacc
vhigh,low,,2,small,high,unacc
vhigh,low,,2,med,low,unacc
vhigh,low,,2,med,med,
vhigh,low,3,2,med,high,unacc
vhigh,low,3,2,big,low,unacc
vhigh,low,,2,big,med,unacc
vhigh,low,,2,big,high,unacc
vhigh,low,,4,small,low,unacc
vhigh,low,,4,small,med,
vhigh,low,3,4,small,high,acc
vhigh,low,,4,med,low,unacc
vhigh,low,,4,med,med,unacc
vhigh,low,3,4,med,high,acc
vhigh,low,,4,big,low,unacc
vhigh,low,,4,big,med,acc
vhigh,low,3,4,big,high,acc
vhigh,low,,more,small,low,unacc
vhigh,low,3,more,small,med,
vhigh,low,3,more,small,high,acc
vhigh,low,3,more,med,low,unacc
vhigh,low,3,more,med,med,acc
vhigh,low,3,more,med,high,acc
vhigh,low,,,big,low,unacc
vhigh,low,3,more,big,med,acc
vhigh,low,3,more,big,high,acc
vhigh,low,4,2,small,low,unacc
vhigh,low,4,2,small,med,
vhigh,low,4,2,small,high,unacc
vhigh,low,,2,med,low,unacc
vhigh,low,4,2,med,med,unacc
vhigh,low,,2,med,high,
vhigh,low,4,2,big,low,unacc
vhigh,low,,2,big,med,
vhigh,low,,,big,high,unacc
vhigh,low,,4,small,low,unacc
vhigh,low,,4,small,med,
vhigh,low,,4,small,high,acc
vhigh,low,,4,med,low,unacc
vhigh,low,,4,med,med,
vhigh,low,,4,med,high,acc
vhigh,low,,,big,low,unacc
vhigh,low,4,4,big,med,
vhigh,low,4,4,big,high,acc
vhigh,low,,more,small,low,unacc
vhigh,low,4,more,small,med,
vhigh,low,4,more,small,high,acc
vhigh,low,4,,med,low,unacc
vhigh,low,,more,med,med,acc
vhigh,low,,more,med,high,acc
vhigh,low,,more,big,low,unacc
vhigh,low,,more,big,med,
vhigh,low,4,more,big,high,acc
vhigh,low,5more,2,small,low,unacc
vhigh,low,,2,small,med,
vhigh,low,,2,small,high,unacc
vhigh,low,,,med,low,unacc
vhigh,low,,2,med,med,
vhigh,low,5more,2,med,high,
vhigh,low,,2,big,low,unacc
vhigh,low,5more,2,big,med,
vhigh,low,,2,big,high,unacc
vhigh,low,,,small,low,unacc
vhigh,low,,4,small,med,
vhigh,low,,4,small,high,acc
vhigh,low,5more,,med,low,unacc
vhigh,low,,4,med,med,
vhigh,low,5more,4,med,high,acc
vhigh,low,,4,big,low,unacc
vhigh,low,5more,4,big,med,
vhigh,low,,4,big,high,acc
vhigh,low,,more,small,low,unacc
vhigh,low,,more,small,med,
vhigh,low,5more,more,small,high,acc
vhigh,low,,,med,,unacc
vhigh,low,5more,more,med,med,
vhigh,low,5more,more,med,high,acc
vhigh,low,5more,more,big,low,unacc
vhigh,low,5more,more,big,med,
vhigh,low,,more,big,high,acc
high,vhigh,,2,small,low,unacc
high,vhigh,2,2,small,med,unacc
high,vhigh,,2,small,high,unacc
high,vhigh,2,,med,low,unacc
high,vhigh,2,2,med,med,unacc
high,vhigh,,2,med,high,unacc
high,vhigh,,2,big,low,unacc
high,vhigh,,2,big,med,
high,vhigh,,2,big,high,unacc
high,vhigh,,4,small,low,unacc
high,vhigh,2,4,small,med,
high,vhigh,2,,small,high,unacc
high,vhigh,,4,med,low,unacc
high,vhigh,2,4,med,med,
high,vhigh,2,4,med,high,unacc
high,vhigh,,4,big,low,unacc
high,vhigh,,,big,med,
high,vhigh,2,4,big,high,unacc
high,vhigh,2,more,small,low,unacc
high,vhigh,,more,small,med,
high,vhigh,,more,small,high,unacc
high,vhigh,2,more,med,low,unacc
high,vhigh,,more,med,med,
high,vhigh,,more,med,high,unacc
high,vhigh,,more,big,low,unacc
high,vhigh,,more,big,med,
high,vhigh,2,more,big,high,unacc
high,vhigh,,2,small,low,unacc
high,vhigh,,2,small,med,unacc
high,vhigh,,2,small,high,unacc
high,vhigh,3,2,med,low,unacc
high,vhigh,,2,med,med,unacc
high,vhigh,,2,med,high,unacc
high,vhigh,,2,big,low,unacc
high,vhigh,3,2,big,med,unacc
high,vhigh,,2,big,high,unacc
high,vhigh,3,4,small,low,unacc
high,vhigh,3,4,small,med,
high,vhigh,,4,small,high,unacc
high,vhigh,3,4,med,low,unacc
high,vhigh,3,4,med,med,unacc
high,vhigh,3,4,med,high,unacc
high,vhigh,,4,big,low,unacc
high,vhigh,3,4,big,med,
high,vhigh,3,4,big,high,unacc
high,vhigh,3,more,small,low,unacc
high,vhigh,3,more,small,med,
high,vhigh,,more,small,high,unacc
high,vhigh,,more,med,low,unacc
high,vhigh,3,more,med,med,
high,vhigh,,more,med,high,unacc
high,vhigh,3,more,big,low,unacc
high,vhigh,,more,big,med,unacc
high,vhigh,,more,big,high,unacc
high,vhigh,4,2,small,low,unacc
high,vhigh,4,2,small,med,
high,vhigh,,2,small,high,unacc
high,vhigh,,2,med,low,unacc
high,vhigh,,2,med,med,
high,vhigh,4,2,med,high,unacc
high,vhigh,4,2,big,low,unacc
high,vhigh,,,big,med,
high,vhigh,4,2,big,high,
high,vhigh,,4,small,low,unacc
high,vhigh,,4,small,med,unacc
high,vhigh,,4,small,high,unacc
high,vhigh,4,4,med,low,unacc
high,vhigh,4,4,med,med,unacc
high,vhigh,,4,med,high,unacc
high,vhigh,4,4,big,low,unacc
high,vhigh,,4,big,med,unacc
high,vhigh,,,big,high,unacc
high,vhigh,,more,small,low,unacc
high,vhigh,,more,small,med,unacc
high,vhigh,4,more,small,high,unacc
high,vhigh,,more,med,low,unacc
high,vhigh,,more,med,med,unacc
high,vhigh,4,more,med,high,unacc
high,vhigh,,more,big,low,unacc
high,vhigh,4,more,big,med,
high,vhigh,,more,big,high,unacc
high,vhigh,,,small,low,unacc
high,vhigh,,2,small,med,unacc
high,vhigh,,2,small,high,unacc
high,vhigh,,2,med,low,unacc
high,vhigh,5more,2,med,med,unacc
high,vhigh,,2,med,high,unacc
high,vhigh,5more,2,big,low,unacc
high,vhigh,,2,big,med,
high,vhigh,5more,,big,high,unacc
high,vhigh,5more,4,small,low,unacc
high,vhigh,,4,small,med,
high,vhigh,,4,small,high,
high,vhigh,,,med,low,unacc
high,vhigh,,4,med,med,
high,vhigh,5more,4,med,high,unacc
high,vhigh,,4,big,low,unacc
high,vhigh,5more,,big,med,
high,vhigh,5more,4,big,high,unacc
high,vhigh,,more,small,low,unacc
high,vhigh,5more,more,small,med,
high,vhigh,,more,small,high,unacc
high,vhigh,5more,more,med,low,
high,vhigh,,more,med,med,
high,vhigh,,more,med,high,unacc
high,vhigh,5more,,big,low,unacc
high,vhigh,,more,big,med,unacc
high,vhigh,5more,more,big,high,unacc
high,high,,2,small,low,unacc
high,high,,2,small,med,
high,high,2,2,small,high,unacc
high,high,,2,med,low,unacc
high,high,,2,med,med,unacc
high,high,,,med,high,unacc
high,high,,2,big,low,unacc
high,high,2,,big,med,
high,high,,2,big,high,unacc
high,high,,4,small,low,unacc
high,high,,4,small,med,
high,high,2,,small,high,acc
high,high,,4,med,low,unacc
high,high,,4,med,med,
high,high,,4,med,high,acc
high,high,2,4,big,low,unacc
high,high,,4,big,med,
high,high,2,4,big,high,acc
high,high,,more,small,low,unacc
high,high,,more,small,med,
high,high,2,more,small,high,unacc
high,high,,more,med,low,unacc
high,high,,more,med,med,unacc
high,high,2,more,med,high,acc
high,high,,more,big,low,unacc
high,high,,more,big,med,
high,high,,more,big,high,acc
high,high,,2,small,low,unacc
high,high,,2,small,med,unacc
high,high,,,small,high,unacc
high,high,,2,med,low,unacc
high,high,3,2,med,med,
high,high,3,,med,high,
high,high,,2,big,low,unacc
high,high,,2,big,med,
high,high,3,2,big,high,
high,high,,4,small,low,unacc
high,high,,4,small,med,unacc
high,high,3,4,small,high,acc
high,high,3,4,med,low,unacc
high,high,3,4,med,med,
high,high,,4,med,high,acc
high,high,,4,big,low,unacc
high,high,,4,big,med,
high,high,3,4,big,high,acc
high,high,,,small,low,
high,high,3,more,small,med,
high,high,3,more,small,high,acc
high,high,,more,med,low,
high,high,,more,med,med,
high,high,,more,med,high,acc
high,high,3,more,big,low,unacc
high,high,3,more,big,med,
high,high,,more,big,high,acc
high,high,,2,small,low,unacc
high,high,4,2,small,med,unacc
high,high,4,2,small,high,unacc
high,high,,2,med,low,unacc
high,high,4,2,med,med,unacc
high,high,4,2,med,high,unacc
high,high,4,2,big,low,unacc
high,high,4,,big,med,
high,high,,2,big,high,unacc
high,high,4,4,small,low,unacc
high,high,4,4,small,med,
high,high,4,4,small,high,acc
high,high,4,4,med,low,unacc
high,high,,4,med,med,acc
high,high,,4,med,high,acc
high,high,,4,big,low,unacc
high,high,4,4,big,med,
high,high,4,4,big,high,acc
high,high,,more,small,low,unacc
high,high,,more,small,med,
high,high,,more,small,high,acc
high,high,4,more,med,low,unacc
high,high,,more,med,med,
high,high,,more,med,high,acc
high,high,4,more,big,low,unacc
high,high,4,more,big,med,
high,high,4,more,big,high,acc
high,high,,2,small,low,unacc
high,high,,2,small,med,
high,high,,2,small,high,unacc
high,high,5more,2,med,low,unacc
high,high,5more,2,med,med,
high,high,,2,med,high,unacc
high,high,5more,2,big,low,unacc
high,high,,,big,med,
high,high,5more,2,big,high,unacc
high,high,,4,small,low,unacc
high,high,,,small,med,unacc
high,high,5more,4,small,high,acc
high,high,5more,,med,low,unacc
high,high,,4,med,med,
high,high,,,med,high,acc
high,high,,4,big,low,unacc
high,high,5more,,big,med,acc
high,high,,4,big,high,acc
high,high,5more,more,small,low,unacc
high,high,5more,,small,med,unacc
high,high,5more,,small,high,acc
high,high,,more,med,low,unacc
high,high,,,med,med,
high,high,,more,med,high,acc
high,high,5more,more,big,low,
high,high,5more,more,big,med,acc
high,high,,more,big,high,acc
high,med,,2,small,low,unacc
high,med,,2,small,med,
high,med,,2,small,high,unacc
high,med,2,2,med,low,unacc
high,med,,2,med,med,
high,med,,2,med,high,unacc
high,med,2,2,big,low,unacc
high,med,,2,big,med,
high,med,,2,big,high,
high,med,,4,small,low,unacc
high,med,,4,small,med,
high,med,,4,small,high,acc
high,med,,4,med,low,unacc
high,med,2,4,med,med,
high,med,2,4,med,high,acc
high,med,,,big,low,unacc
high,med,2,4,big,med,acc
high,med,,4,big,high,acc
high,med,,more,small,low,unacc
high,med,,more,small,med,unacc
high,med,2,more,small,high,unacc
high,med,2,more,med,low,unacc
high,med,,more,med,med,unacc
high,med,2,more,med,high,acc
high,med,,more,big,low,unacc
high,med,2,more,big,med,
high,med,2,more,big,high,acc
high,med,,2,small,low,unacc
high,med,3,,small,med,
high,med,,2,small,high,unacc
high,med,3,,med,low,unacc
high,med,3,2,med,med,
high,med,3,2,med,high,unacc
high,med,3,2,big,low,unacc
high,med,,2,big,med,
high,med,3,2,big,high,unacc
high,med,3,4,small,low,unacc
high,med,,4,small,med,
high,med,3,4,small,high,acc
high,med,,4,med,low,unacc
high,med,,4,med,med,
high,med,3,,med,high,acc
high,med,3,,big,low,unacc
high,med,,4,big,med,
high,med,,4,big,high,acc
high,med,3,more,small,low,unacc
high,med,3,,small,med,unacc
high,med,3,more,small,high,acc
high,med,3,,med,low,unacc
high,med,3,,med,med,
high,med,,more,med,high,acc
high,med,3,more,big,low,unacc
high,med,,more,big,med,
high,med,3,,big,high,acc
high,med,,2,small,low,unacc
high,med,,2,small,med,unacc
high,med,4,2,small,high,unacc
high,med,4,,med,low,unacc
high,med,4,2,med,med,
high,med,,2,med,high,unacc
high,med,4,2,big,low,unacc
high,med,4,2,big,med,
high,med,,2,big,high,unacc
high,med,,4,small,low,unacc
high,med,4,4,small,med,unacc
high,med,,4,small,high,acc
high,med,4,4,med,low,unacc
high,med,,4,med,med,acc
high,med,4,4,med,high,
high,med,,4,big,low,unacc
high,med,4,4,big,med,acc
high,med,,4,big,high,
high,med,4,more,small,low,unacc
high,med,,more,small,med,unacc
high,med,4,more,small,high,acc
high,med,4,,med,low,unacc
high,med,,more,med,med,
high,med,4,more,med,high,acc
high,med,4,more,big,low,unacc
high,med,,more,big,med,
high,med,,more,big,high,acc
high,med,5more,,small,low,unacc
high,med,5more,2,small,med,
high,med,5more,2,small,high,unacc
high,med,5more,2,med,low,unacc
high,med,5more,2,med,med,
high,med,5more,2,med,high,unacc
high,med,5more,2,big,low,unacc
high,med,5more,2,big,med,
high,med,5more,2,big,high,unacc
high,med,,4,small,low,unacc
high,med,,,small,med,
high,med,5more,,small,high,acc
high,med,5more,,med,low,unacc
high,med,5more,4,med,med,acc
high,med,5more,4,med,high,acc
high,med,,4,big,low,unacc
high,med,5more,4,big,med,acc
high,med,5more,,big,high,acc
high,med,,more,small,low,unacc
high,med,5more,more,small,med,
high,med,,more,small,high,acc
high,med,5more,more,med,low,unacc
high,med,,more,med,med,
high,med,5more,more,med,high,acc
high,med,,,big,low,unacc
high,med,5more,more,big,med,
high,med,5more,more,big,high,acc
high,low,,2,small,low,unacc
high,low,,2,small,med,unacc
high,low,2,2,small,high,unacc
high,low,,2,med,low,unacc
high,low,,2,med,med,unacc
high,low,2,2,med,high,unacc
high,low,,2,big,low,unacc
high,low,2,2,big,med,
high,low,,,big,high,unacc
high,low,,4,small,low,unacc
high,low,,4,small,med,
high,low,,4,small,high,acc
high,low,,4,med,low,unacc
high,low,2,4,med,med,
high,low,2,4,med,high,acc
high,low,,4,big,low,unacc
high,low,2,4,big,med,acc
high,low,2,4,big,high,acc
high,low,,more,small,low,
high,low,2,more,small,med,
high,low,2,more,small,high,unacc
high,low,2,more,med,low,unacc
high,low,,more,med,med,unacc
high,low,2,more,med,high,acc
high,low,2,more,big,low,unacc
high,low,,more,big,med,
high,low,,,big,high,acc
high,low,3,2,small,low,unacc
high,low,,2,small,med,
high,low,,2,small,high,unacc
high,low,3,2,med,low,unacc
high,low,3,2,med,med,
high,low,,,med,high,unacc
high,low,3,2,big,low,unacc
high,low,,2,big,med,
high,low,3,2,big,high,unacc
high,low,,4,small,low,unacc
high,low,,4,small,med,
high,low,,4,small,high,acc
high,low,,4,med,low,unacc
high,low,3,4,med,med,
high,low,3,4,med,high,acc
high,low,,4,big,,unacc
high,low,3,,big,med,
high,low,,4,big,high,acc
high,low,,more,small,low,unacc
high,low,,more,small,med,unacc
high,low,,more,small,high,acc
high,low,,more,med,low,unacc
high,low,,,med,med,
high,low,3,,med,high,acc
high,low,,more,big,low,unacc
high,low,3,more,big,med,
high,low,3,more,big,high,acc
high,low,,2,small,low,unacc
high,low,4,2,small,med,
high,low,4,2,small,high,unacc
high,low,,2,med,low,unacc
high,low,,2,med,med,
high,low,,2,med,high,unacc
high,low,4,2,big,low,unacc
high,low,4,2,big,,unacc
high,low,,2,big,high,unacc
high,low,4,4,small,low,unacc
high,low,4,4,small,med,
high,low,4,4,small,high,
high,low,,4,med,low,unacc
