V1,V2,V3,V4,V5,V6,V7
,vhigh,5more,more,med,,unacc
vhigh,vhigh,5more,more,med,,unacc
,vhigh,5more,,med,high,unacc
vhigh,vhigh,5more,more,big,low,unacc
vhigh,vhigh,5more,more,,med,unacc
,vhigh,5more,,big,high,unacc
vhigh,high,2,2,small,low,unacc
,high,2,2,,med,unacc
,high,2,2,small,,unacc
,high,2,2,med,low,unacc
vhigh,high,2,2,,med,unacc
vhigh,high,2,2,med,high,unacc
,high,2,2,big,low,unacc
vhigh,high,2,2,,med,unacc
vhigh,high,2,2,,,unacc
vhigh,high,2,4,,low,unacc
vhigh,high,2,4,small,med,unacc
,high,2,,small,high,unacc
vhigh,high,2,,med,,unacc
,high,2,4,,,unacc
vhigh,high,2,4,med,high,unacc
,high,2,4,big,,unacc
vhigh,high,2,4,big,med,unacc
,high,2,4,big,high,unacc
vhigh,high,2,more,small,low,unacc
vhigh,high,2,more,small,med,unacc
vhigh,high,2,more,small,high,unacc
vhigh,high,2,,med,,unacc
vhigh,high,2,more,med,med,unacc
vhigh,high,2,more,med,high,unacc
vhigh,high,2,more,big,low,unacc
,high,2,more,big,med,unacc
vhigh,high,2,more,big,,unacc
,high,3,2,,low,unacc
vhigh,high,3,,small,med,unacc
vhigh,high,3,,small,high,unacc
,high,3,2,med,low,unacc
vhigh,high,3,2,med,med,unacc
,high,3,2,med,high,unacc
vhigh,high,3,2,big,,unacc
,high,3,,big,med,unacc
,high,3,2,,,unacc
,high,3,,small,low,unacc
vhigh,high,3,4,small,,unacc
,high,3,4,small,high,unacc
vhigh,high,3,4,med,,unacc
vhigh,high,3,4,,med,unacc
,high,3,4,med,,unacc
,high,3,4,big,,unacc
vhigh,high,3,4,,med,unacc
vhigh,high,3,4,big,high,unacc
vhigh,high,3,more,small,low,unacc
vhigh,high,3,more,,,unacc
vhigh,high,3,,small,high,unacc
vhigh,high,3,more,med,,unacc
vhigh,high,3,more,med,,unacc
,high,3,,med,high,unacc
vhigh,high,3,,big,low,unacc
vhigh,high,3,more,big,,unacc
,high,3,more,,high,unacc
vhigh,high,4,2,,low,unacc
,high,4,2,small,med,unacc
vhigh,high,4,2,small,high,unacc
vhigh,high,4,2,med,low,unacc
,high,4,2,med,med,unacc
vhigh,high,4,2,med,high,unacc
vhigh,high,4,2,,,unacc
,high,4,2,big,,unacc
,high,4,2,big,,unacc
vhigh,high,4,4,small,low,unacc
,high,4,4,small,med,unacc
,high,4,,,high,unacc
vhigh,high,4,,med,low,unacc
vhigh,high,4,,,,unacc
,high,4,4,med,high,unacc
vhigh,high,4,4,big,,unacc
vhigh,high,4,4,,med,unacc
vhigh,high,4,4,,high,unacc
vhigh,high,4,,,,unacc
,high,4,more,small,med,unacc
vhigh,high,4,more,small,high,unacc
,high,4,more,,low,unacc
vhigh,high,4,,med,med,unacc
vhigh,high,4,more,med,,unacc
,high,4,more,,,unacc
,high,4,,big,med,unacc
,high,4,,,high,unacc
vhigh,high,5more,,small,low,unacc
vhigh,high,5more,2,small,med,unacc
vhigh,high,5more,2,small,,unacc
vhigh,high,5more,,med,low,unacc
,high,5more,2,med,,unacc
vhigh,high,5more,2,med,,unacc
,high,5more,,,low,unacc
,high,5more,,,med,unacc
vhigh,high,5more,,,,unacc
,high,5more,,,,unacc
vhigh,high,5more,4,,med,unacc
,high,5more,4,small,high,unacc
,high,5more,,,low,unacc
vhigh,high,5more,,,med,unacc
vhigh,high,5more,,,high,unacc
vhigh,high,5more,4,big,,unacc
vhigh,high,5more,4,big,med,unacc
vhigh,high,5more,4,,high,unacc
vhigh,high,5more,,,,unacc
,high,5more,,small,med,unacc
,high,5more,more,,high,unacc
vhigh,high,5more,more,med,,unacc
,high,5more,more,,med,unacc
vhigh,high,5more,more,,high,unacc
vhigh,high,5more,more,,low,unacc
,high,5more,more,big,med,unacc
vhigh,high,5more,,big,high,unacc
vhigh,med,2,2,small,,unacc
vhigh,med,2,,small,med,unacc
,med,2,2,small,high,unacc
vhigh,med,2,2,med,low,unacc
vhigh,med,2,,med,med,unacc
,med,2,2,med,high,unacc
,med,2,2,big,low,unacc
,med,2,2,,,unacc
,med,2,2,,,unacc
vhigh,med,2,4,small,low,unacc
vhigh,med,2,,small,med,unacc
vhigh,med,2,4,small,high,acc
vhigh,med,2,,,low,unacc
vhigh,med,2,4,,med,unacc
vhigh,med,2,4,,high,acc
,med,2,4,,low,unacc
vhigh,med,2,4,big,,acc
vhigh,med,2,4,,,acc
,med,2,more,,low,unacc
vhigh,med,2,more,small,,unacc
vhigh,med,2,,small,high,unacc
,med,2,more,med,low,unacc
vhigh,med,2,more,med,med,unacc
vhigh,med,2,more,med,high,acc
vhigh,med,2,more,,,unacc
,med,2,more,,med,acc
,med,2,more,big,high,acc
,med,3,2,,low,unacc
vhigh,med,3,2,,med,unacc
vhigh,med,3,2,small,high,unacc
,med,3,,,low,unacc
,med,3,2,med,med,unacc
vhigh,med,3,,med,high,unacc
vhigh,med,3,2,big,,unacc
,med,3,,big,med,unacc
,med,3,2,,high,unacc
vhigh,med,3,4,small,low,unacc
vhigh,med,3,4,small,med,unacc
,med,3,,small,high,acc
vhigh,med,3,,,low,unacc
,med,3,4,med,med,unacc
,med,3,4,,high,acc
vhigh,med,3,4,big,,unacc
vhigh,med,3,,,med,acc
,med,3,4,big,,acc
,med,3,more,small,low,unacc
,med,3,more,small,med,unacc
vhigh,med,3,more,,,acc
vhigh,med,3,,,low,unacc
vhigh,med,3,,med,med,acc
vhigh,med,3,more,,high,acc
,med,3,more,,,unacc
,med,3,more,big,,acc
,med,3,more,,high,acc
vhigh,med,4,2,small,low,unacc
vhigh,med,4,2,small,med,unacc
,med,4,2,,,unacc
vhigh,med,4,2,med,low,unacc
,med,4,2,,med,unacc
vhigh,med,4,2,,high,unacc
,med,4,2,big,,unacc
vhigh,med,4,2,big,med,unacc
vhigh,med,4,,big,,unacc
,med,4,,small,,unacc
vhigh,med,4,,,med,unacc
,med,4,4,,high,acc
vhigh,med,4,4,,low,unacc
,med,4,4,,med,acc
vhigh,med,4,4,med,high,acc
,med,4,4,big,,unacc
vhigh,med,4,,big,med,acc
vhigh,med,4,4,big,high,acc
vhigh,med,4,more,small,low,unacc
vhigh,med,4,more,small,med,unacc
vhigh,med,4,,small,,acc
,med,4,more,,low,unacc
,med,4,more,med,med,acc
vhigh,med,4,,,,acc
vhigh,med,4,more,,,unacc
vhigh,med,4,more,big,med,acc
,med,4,more,big,high,acc
vhigh,med,5more,,,,unacc
vhigh,med,5more,2,small,med,unacc
,med,5more,,small,,unacc
,med,5more,,med,low,unacc
vhigh,med,5more,2,,med,unacc
,med,5more,2,med,high,unacc
vhigh,med,5more,2,big,low,unacc
vhigh,med,5more,2,big,,unacc
vhigh,med,5more,,big,high,unacc
vhigh,med,5more,4,,,unacc
,med,5more,4,small,med,unacc
vhigh,med,5more,4,small,,acc
vhigh,med,5more,,med,low,unacc
vhigh,med,5more,4,med,med,acc
,med,5more,4,,high,acc
,med,5more,4,big,,unacc
vhigh,med,5more,4,,med,acc
vhigh,med,5more,4,big,,acc
,med,5more,,,low,unacc
vhigh,med,5more,more,,med,unacc
vhigh,med,5more,more,small,high,acc
vhigh,med,5more,more,med,low,unacc
,med,5more,more,med,med,acc
,med,5more,more,,high,acc
,med,5more,more,big,,unacc
vhigh,med,5more,,big,,acc
vhigh,med,5more,,,high,acc
vhigh,low,2,2,,low,unacc
,low,2,2,,med,unacc
vhigh,low,2,2,small,high,unacc
,low,2,2,med,low,unacc
vhigh,low,2,2,,med,unacc
,low,2,2,med,high,unacc
,low,2,2,big,low,unacc
,low,2,2,big,med,unacc
,low,2,2,,high,unacc
vhigh,low,2,4,small,low,unacc
,low,2,4,small,med,unacc
vhigh,low,2,4,,high,acc
vhigh,low,2,4,,low,unacc
vhigh,low,2,4,,med,unacc
,low,2,4,med,high,acc
vhigh,low,2,,,low,unacc
vhigh,low,2,4,big,,acc
vhigh,low,2,4,,high,acc
,low,2,more,,low,unacc
vhigh,low,2,more,,,unacc
vhigh,low,2,more,small,high,unacc
,low,2,more,med,low,unacc
vhigh,low,2,,med,med,unacc
,low,2,more,med,high,acc
vhigh,low,2,more,,,unacc
,low,2,more,,med,acc
,low,2,more,big,high,acc
vhigh,low,3,2,,low,unacc
,low,3,2,small,med,unacc
vhigh,low,3,2,small,high,unacc
vhigh,low,3,2,med,low,unacc
vhigh,low,3,,,med,unacc
vhigh,low,3,2,med,,unacc
vhigh,low,3,,,,unacc
,low,3,2,big,med,unacc
vhigh,low,3,2,big,,unacc
vhigh,low,3,4,,low,unacc
,low,3,4,small,med,unacc
vhigh,low,3,,,high,acc
vhigh,low,3,,med,low,unacc
vhigh,low,3,4,med,med,unacc
vhigh,low,3,4,,,acc
vhigh,low,3,4,big,,unacc
,low,3,4,big,med,acc
,low,3,4,,high,acc
vhigh,low,3,more,small,low,unacc
vhigh,low,3,more,small,med,unacc
vhigh,low,3,,,high,acc
,low,3,more,,,unacc
,low,3,more,med,,acc
vhigh,low,3,more,med,high,acc
vhigh,low,3,more,big,,unacc
vhigh,low,3,more,big,med,acc
,low,3,more,big,high,acc
vhigh,low,4,2,,,unacc
,low,4,2,small,med,unacc
,low,4,,small,high,unacc
,low,4,2,med,low,unacc
,low,4,2,,med,unacc
vhigh,low,4,2,med,high,unacc
,low,4,2,,low,unacc
vhigh,low,4,2,big,med,unacc
vhigh,low,4,,,high,unacc
vhigh,low,4,4,small,low,unacc
vhigh,low,4,4,small,,unacc
,low,4,,small,high,acc
,low,4,4,,low,unacc
vhigh,low,4,4,med,med,acc
vhigh,low,4,4,,,acc
vhigh,low,4,,,low,unacc
,low,4,4,big,med,acc
,low,4,,,,acc
vhigh,low,4,more,small,low,unacc
vhigh,low,4,more,small,med,unacc
,low,4,,,high,acc
,low,4,,med,low,unacc
vhigh,low,4,more,,med,acc
vhigh,low,4,more,med,high,acc
vhigh,low,4,,big,low,unacc
,low,4,more,big,med,acc
,low,4,,big,high,acc
vhigh,low,5more,,small,low,unacc
vhigh,low,5more,,,,unacc
vhigh,low,5more,2,small,high,unacc
,low,5more,2,med,low,unacc
,low,5more,2,med,med,unacc
,low,5more,2,med,,unacc
,low,5more,2,,,unacc
,low,5more,2,,,unacc
vhigh,low,5more,2,,high,unacc
vhigh,low,5more,4,,,unacc
,low,5more,4,small,med,unacc
vhigh,low,5more,4,small,,acc
,low,5more,4,med,low,unacc
,low,5more,4,med,med,acc
,low,5more,,med,high,acc
vhigh,low,5more,4,,low,unacc
vhigh,low,5more,4,,med,acc
,low,5more,4,,,acc
,low,5more,more,small,,unacc
,low,5more,more,,med,unacc
vhigh,low,5more,more,,high,acc
vhigh,low,5more,more,,,unacc
vhigh,low,5more,more,med,med,acc
,low,5more,more,med,,acc
,low,5more,more,big,low,unacc
,low,5more,,big,,acc
,low,5more,,big,high,acc
high,vhigh,2,2,,low,unacc
high,vhigh,2,2,small,,unacc
high,vhigh,2,2,small,,unacc
high,vhigh,2,2,,low,unacc
,vhigh,2,2,med,med,unacc
high,vhigh,2,2,,,unacc
high,vhigh,2,,big,low,unacc
high,vhigh,2,2,big,,unacc
high,vhigh,2,2,,high,unacc
high,vhigh,2,4,,low,unacc
,vhigh,2,4,small,,unacc
high,vhigh,2,,,high,unacc
high,vhigh,2,4,med,low,unacc
high,vhigh,2,,med,med,unacc
,vhigh,2,4,,high,unacc
high,vhigh,2,4,,low,unacc
high,vhigh,2,4,big,med,unacc
high,vhigh,2,,big,,unacc
high,vhigh,2,more,small,,unacc
high,vhigh,2,,,med,unacc
high,vhigh,2,more,,high,unacc
high,vhigh,2,more,,low,unacc
high,vhigh,2,more,med,med,unacc
high,vhigh,2,more,,high,unacc
,vhigh,2,more,big,low,unacc
high,vhigh,2,more,big,med,unacc
,vhigh,2,more,,high,unacc
high,vhigh,3,2,,low,unacc
high,vhigh,3,2,,,unacc
high,vhigh,3,2,,,unacc
,vhigh,3,2,med,low,unacc
,vhigh,3,2,med,med,unacc
high,vhigh,3,2,,high,unacc
high,vhigh,3,2,,low,unacc
,vhigh,3,2,,,unacc
high,vhigh,3,2,big,high,unacc
,vhigh,3,4,small,low,unacc
high,vhigh,3,,small,,unacc
high,vhigh,3,4,,high,unacc
,vhigh,3,4,med,low,unacc
,vhigh,3,4,,med,unacc
high,vhigh,3,4,,high,unacc
,vhigh,3,4,,low,unacc
high,vhigh,3,4,,med,unacc
high,vhigh,3,4,big,,unacc
high,vhigh,3,,small,low,unacc
high,vhigh,3,more,,med,unacc
high,vhigh,3,,,high,unacc
high,vhigh,3,more,med,,unacc
,vhigh,3,more,med,med,unacc
high,vhigh,3,more,,high,unacc
,vhigh,3,more,big,low,unacc
high,vhigh,3,more,big,,unacc
high,vhigh,3,more,big,high,unacc
high,vhigh,4,2,,,unacc
high,vhigh,4,2,small,,unacc
high,vhigh,4,2,small,high,unacc
,vhigh,4,,med,,unacc
high,vhigh,4,2,med,med,unacc
high,vhigh,4,2,med,,unacc
high,vhigh,4,2,big,,unacc
,vhigh,4,2,,med,unacc
,vhigh,4,,big,high,unacc
,vhigh,4,4,,low,unacc
high,vhigh,4,4,small,med,unacc
,vhigh,4,4,,high,unacc
,vhigh,4,4,,low,unacc
,vhigh,4,4,,med,unacc
high,vhigh,4,,,high,unacc
high,vhigh,4,4,big,,unacc
,vhigh,4,4,big,med,unacc
high,vhigh,4,4,big,high,unacc
high,vhigh,4,more,small,low,unacc
high,vhigh,4,more,small,med,unacc
high,vhigh,4,,small,high,unacc
high,vhigh,4,,med,,unacc
high,vhigh,4,more,med,med,unacc
high,vhigh,4,more,med,,unacc
high,vhigh,4,more,big,low,unacc
high,vhigh,4,more,,,unacc
high,vhigh,4,,big,,unacc
high,vhigh,5more,2,,low,unacc
,vhigh,5more,2,small,med,unacc
,vhigh,5more,2,small,high,unacc
,vhigh,5more,2,med,low,unacc
high,vhigh,5more,2,med,med,unacc
high,vhigh,5more,2,med,high,unacc
,vhigh,5more,2,,low,unacc
high,vhigh,5more,,,med,unacc
high,vhigh,5more,,,high,unacc
,vhigh,5more,4,,low,unacc
high,vhigh,5more,4,small,med,unacc
high,vhigh,5more,4,small,high,unacc
high,vhigh,5more,4,med,,unacc
high,vhigh,5more,,,med,unacc
,vhigh,5more,,med,high,unacc
high,vhigh,5more,4,big,,unacc
high,vhigh,5more,,big,,unacc
high,vhigh,5more,4,big,,unacc
,vhigh,5more,more,,low,unacc
high,vhigh,5more,more,small,,unacc
high,vhigh,5more,more,small,high,unacc
high,vhigh,5more,more,med,,unacc
high,vhigh,5more,more,med,med,unacc
high,vhigh,5more,more,,high,unacc
,vhigh,5more,more,,low,unacc
high,vhigh,5more,more,,med,unacc
high,vhigh,5more,more,,high,unacc
high,high,2,2,small,low,unacc
,high,2,,small,med,unacc
high,high,2,2,small,high,unacc
high,high,2,2,,low,unacc
high,high,2,,med,,unacc
high,high,2,2,med,high,unacc
high,high,2,2,,low,unacc
high,high,2,2,,,unacc
,high,2,2,big,high,unacc
high,high,2,4,small,low,unacc
high,high,2,4,small,,unacc
high,high,2,4,small,high,acc
high,high,2,4,med,low,unacc
high,high,2,4,med,,unacc
,high,2,4,med,,acc
,high,2,,big,low,unacc
high,high,2,4,big,med,acc
,high,2,4,,,acc
high,high,2,more,,low,unacc
high,high,2,more,small,med,unacc
,high,2,more,,high,unacc
,high,2,more,med,,unacc
high,high,2,more,med,,unacc
,high,2,more,med,,acc
high,high,2,,,low,unacc
high,high,2,more,,,acc
,high,2,,,high,acc
high,high,3,2,small,low,unacc
high,high,3,2,small,med,unacc
,high,3,2,small,high,unacc
high,high,3,2,med,low,unacc
high,high,3,2,med,,unacc
high,high,3,2,,high,unacc
,high,3,2,big,low,unacc
high,high,3,2,big,med,unacc
high,high,3,,big,high,unacc
high,high,3,4,small,low,unacc
,high,3,4,small,,unacc
,high,3,,,high,acc
high,high,3,,med,low,unacc
,high,3,4,,med,unacc
high,high,3,4,med,,acc
high,high,3,4,,low,unacc
high,high,3,4,,med,acc
,high,3,4,big,high,acc
high,high,3,more,small,,unacc
high,high,3,more,,,unacc
,high,3,more,,high,acc
high,high,3,more,,,unacc
high,high,3,more,med,med,acc
high,high,3,more,,,acc
high,high,3,more,big,,unacc
high,high,3,more,,med,acc
,high,3,more,big,high,acc
high,high,4,2,small,low,unacc
high,high,4,2,small,med,unacc
high,high,4,2,small,,unacc
,high,4,2,med,low,unacc
,high,4,2,med,med,unacc
high,high,4,,,high,unacc
,high,4,,,low,unacc
high,high,4,2,big,med,unacc
high,high,4,2,,high,unacc
high,high,4,4,,low,unacc
high,high,4,4,,med,unacc
,high,4,,,high,acc
high,high,4,4,,,unacc
,high,4,4,,med,acc
high,high,4,,,,acc
,high,4,4,big,low,unacc
high,high,4,4,,med,acc
,high,4,4,big,high,acc
high,high,4,more,,low,unacc
,high,4,more,small,med,unacc
high,high,4,,small,,acc
high,high,4,,med,low,unacc
high,high,4,more,med,med,acc
high,high,4,more,,high,acc
high,high,4,more,,,unacc
high,high,4,more,big,med,acc
high,high,4,more,big,high,acc
high,high,5more,2,,low,unacc
high,high,5more,2,small,med,unacc
,high,5more,2,,high,unacc
high,high,5more,2,med,low,unacc
high,high,5more,,,med,unacc
,high,5more,2,med,high,unacc
high,high,5more,2,big,low,unacc
high,high,5more,2,,med,unacc
,high,5more,,big,high,unacc
high,high,5more,4,,low,unacc
high,high,5more,,small,,unacc
high,high,5more,,,,acc
high,high,5more,4,med,low,unacc
high,high,5more,4,,med,acc
high,high,5more,4,med,,acc
high,high,5more,4,big,low,unacc
high,high,5more,4,big,,acc
,high,5more,4,,,acc
high,high,5more,more,,,unacc
,high,5more,more,small,med,unacc
high,high,5more,more,small,high,acc
high,high,5more,more,med,,unacc
,high,5more,more,med,med,acc
high,high,5more,,,high,acc
,high,5more,more,,low,unacc
high,high,5more,more,big,med,acc
,high,5more,more,big,high,acc
,med,2,2,small,low,unacc
,med,2,2,,med,unacc
high,med,2,2,small,,unacc
high,med,2,2,med,low,unacc
high,med,2,2,med,med,unacc
high,med,2,2,med,high,unacc
high,med,2,2,big,,unacc
high,med,2,,big,med,unacc
,med,2,2,,high,unacc
,med,2,,,,unacc
,med,2,4,small,med,unacc
high,med,2,4,small,,acc
high,med,2,4,med,low,unacc
high,med,2,4,med,med,unacc
high,med,2,4,,high,acc
high,med,2,4,,low,unacc
high,med,2,4,,med,acc
high,med,2,4,big,high,acc
,med,2,more,small,,unacc
high,med,2,,,med,unacc
,med,2,more,,high,unacc
high,med,2,more,,,unacc
high,med,2,,,,unacc
high,med,2,more,med,high,acc
high,med,2,,big,low,unacc
,med,2,more,big,,acc
,med,2,more,big,,acc
high,med,3,2,small,low,unacc
high,med,3,2,,,unacc
high,med,3,2,,high,unacc
,med,3,2,med,low,unacc
high,med,3,2,med,med,unacc
high,med,3,2,med,,unacc
high,med,3,2,big,low,unacc
high,med,3,,big,med,unacc
,med,3,2,,,unacc
,med,3,4,small,low,unacc
high,med,3,4,,,unacc
high,med,3,,small,,acc
,med,3,4,med,,unacc
,med,3,4,,med,unacc
high,med,3,4,med,high,acc
,med,3,,big,,unacc
,med,3,,big,,acc
,med,3,4,big,,acc
,med,3,more,small,low,unacc
high,med,3,,small,,unacc
high,med,3,more,,high,acc
,med,3,more,med,low,unacc
,med,3,more,med,,acc
high,med,3,more,,high,acc
high,med,3,more,big,low,unacc
high,med,3,more,,med,acc
high,med,3,more,big,high,acc
high,med,4,2,,,unacc
,med,4,2,small,med,unacc
high,med,4,2,,,unacc
high,med,4,2,,,unacc
high,med,4,2,,med,unacc
high,med,4,2,med,high,unacc
,med,4,2,,low,unacc
,med,4,2,big,med,unacc
high,med,4,2,,high,unacc
,med,4,4,,,unacc
high,med,4,4,small,med,unacc
,med,4,4,,high,acc
,med,4,4,med,low,unacc
,med,4,4,med,med,acc
high,med,4,,med,high,acc
high,med,4,4,big,low,unacc
high,med,4,4,,,acc
,med,4,4,big,,acc
high,med,4,,small,low,unacc
,med,4,more,small,med,unacc
high,med,4,,,high,acc
,med,4,more,med,low,unacc
high,med,4,more,med,,acc
,med,4,more,,,acc
,med,4,more,,,unacc
,med,4,more,,,acc
high,med,4,more,big,high,acc
,med,5more,2,,low,unacc
high,med,5more,,small,med,unacc
high,med,5more,2,small,high,unacc
,med,5more,2,,low,unacc
high,med,5more,2,med,med,unacc
high,med,5more,2,,high,unacc
high,med,5more,,,low,unacc
,med,5more,2,,med,unacc
high,med,5more,2,big,high,unacc
,med,5more,4,small,,unacc
high,med,5more,4,,med,unacc
high,med,5more,4,small,high,acc
high,med,5more,4,,,unacc
high,med,5more,4,med,,acc
,med,5more,4,,,acc
,med,5more,4,big,,unacc
high,med,5more,,,med,acc
high,med,5more,,,high,acc
high,med,5more,,small,,unacc
high,med,5more,more,,,unacc
high,med,5more,more,,high,acc
high,med,5more,more,med,low,unacc
,med,5more,more,,med,acc
,med,5more,,med,,acc
,med,5more,more,big,low,unacc
high,med,5more,more,,,acc
high,med,5more,more,big,,acc
high,low,2,2,,low,unacc
,low,2,2,small,med,unacc
high,low,2,,,high,unacc
high,low,2,2,med,low,unacc
high,low,2,2,,med,unacc
high,low,2,2,med,high,unacc
high,low,2,2,,low,unacc
high,low,2,2,big,,unacc
high,low,2,2,,high,unacc
,low,2,4,,low,unacc
high,low,2,,small,med,unacc
high,low,2,,small,high,acc
high,low,2,4,med,low,unacc
high,low,2,4,,,unacc
,low,2,4,med,high,acc
high,low,2,,,,unacc
,low,2,4,,,acc
,low,2,4,,high,acc
,low,2,more,small,low,unacc
,low,2,more,,,unacc
,low,2,more,small,high,unacc
high,low,2,more,,low,unacc
,low,2,,,med,unacc
,low,2,more,,high,acc
,low,2,,big,,unacc
,low,2,more,big,med,acc
high,low,2,more,big,high,acc
,low,3,2,small,,unacc
high,low,3,2,small,med,unacc
,low,3,2,small,,unacc
high,low,3,2,med,,unacc
high,low,3,2,,,unacc
high,low,3,2,med,high,unacc
,low,3,2,big,,unacc
high,low,3,2,,,unacc
high,low,3,2,,high,unacc
,low,3,,,,unacc
high,low,3,4,small,med,unacc
high,low,3,,small,high,acc
high,low,3,4,,low,unacc
high,low,3,4,,med,unacc
high,low,3,,,,acc
,low,3,4,big,,unacc
,low,3,4,,,acc
high,low,3,4,big,high,acc
high,low,3,more,small,low,unacc
high,low,3,more,,,unacc
high,low,3,,small,high,acc
high,low,3,more,,low,unacc
,low,3,,med,med,acc
high,low,3,more,med,high,acc
high,low,3,more,,low,unacc
high,low,3,more,big,med,acc
high,low,3,more,big,high,acc
high,low,4,,small,low,unacc
high,low,4,,small,med,unacc
,low,4,2,small,high,unacc
,low,4,2,med,low,unacc
,low,4,2,med,med,unacc
,low,4,2,,high,unacc
high,low,4,2,,low,unacc
,low,4,,,med,unacc
high,low,4,2,big,,unacc
,low,4,,,low,unacc
high,low,4,4,small,med,unacc
,low,4,,small,high,acc
high,low,4,4,med,,unacc
high,low,4,4,med,med,acc
high,low,4,,med,,acc
high,low,4,4,,low,unacc
high,low,4,4,big,,acc
high,low,4,4,big,high,acc
high,low,4,more,,,unacc
high,low,4,more,,,unacc
high,low,4,more,,,acc
high,low,4,more,med,,unacc
high,low,4,,med,med,acc
,low,4,,med,high,acc
,low,4,more,big,low,unacc
,low,4,more,,med,acc
,low,4,more,big,high,acc
high,low,5more,2,,low,unacc
,low,5more,2,small,med,unacc
high,low,5more,2,small,,unacc
,low,5more,,med,low,unacc
high,low,5more,,,med,unacc
high,low,5more,,,high,unacc
,low,5more,2,big,,unacc
,low,5more,2,big,,unacc
high,low,5more,2,big,high,unacc
