V1,V2,V3,V4,V5,V6,V7
vhigh,vhigh,4,2,small,low,
vhigh,vhigh,4,2,small,med,
vhigh,vhigh,4,2,small,high,unacc
vhigh,vhigh,4,,med,low,unacc
vhigh,vhigh,4,2,med,med,unacc
vhigh,vhigh,4,2,med,high,
vhigh,vhigh,4,2,big,low,unacc
vhigh,vhigh,4,2,big,,unacc
vhigh,vhigh,4,2,big,,unacc
vhigh,vhigh,4,4,small,,unacc
vhigh,vhigh,4,4,small,,unacc
vhigh,vhigh,4,4,small,,unacc
vhigh,vhigh,4,4,med,low,
vhigh,vhigh,4,,med,med,unacc
vhigh,vhigh,4,4,med,high,unacc
vhigh,vhigh,4,4,big,,
vhigh,vhigh,4,4,big,med,
vhigh,vhigh,4,4,big,,
vhigh,vhigh,4,more,small,,
vhigh,vhigh,4,more,small,,
vhigh,vhigh,4,more,small,,unacc
vhigh,vhigh,4,more,med,low,unacc
vhigh,vhigh,4,more,med,med,
vhigh,vhigh,4,more,med,high,
vhigh,vhigh,4,more,big,,unacc
vhigh,vhigh,4,more,big,,
vhigh,vhigh,4,more,big,high,
vhigh,vhigh,5more,2,small,,unacc
vhigh,vhigh,5more,2,small,med,unacc
vhigh,vhigh,5more,2,small,,
vhigh,vhigh,5more,2,med,low,unacc
vhigh,vhigh,5more,2,med,med,
vhigh,vhigh,5more,2,med,high,
vhigh,vhigh,5more,2,big,,unacc
vhigh,vhigh,5more,2,big,,
vhigh,vhigh,5more,2,big,high,unacc
vhigh,vhigh,5more,4,small,low,
vhigh,vhigh,5more,4,small,,unacc
vhigh,vhigh,5more,4,small,high,unacc
vhigh,vhigh,5more,4,med,low,unacc
vhigh,vhigh,5more,4,med,med,unacc
vhigh,vhigh,5more,4,med,high,
vhigh,vhigh,5more,4,big,,unacc
vhigh,vhigh,5more,4,big,med,unacc
vhigh,vhigh,5more,4,big,,unacc
vhigh,vhigh,5more,more,small,low,
vhigh,vhigh,5more,more,small,med,
vhigh,vhigh,5more,more,small,,
vhigh,vhigh,5more,more,med,,
vhigh,vhigh,5more,more,med,med,
vhigh,vhigh,5more,more,med,high,unacc
vhigh,vhigh,5more,more,big,,unacc
vhigh,vhigh,5more,more,big,med,unacc
vhigh,vhigh,5more,more,big,,
vhigh,high,,2,small,low,
vhigh,high,,2,small,med,
vhigh,high,,2,small,,unacc
vhigh,high,,2,med,low,
vhigh,high,,2,med,med,unacc
vhigh,high,2,2,med,high,unacc
vhigh,high,,2,big,low,
vhigh,high,,2,big,,
vhigh,high,2,2,big,high,unacc
vhigh,high,2,4,small,,
vhigh,high,,4,small,,unacc
vhigh,high,,4,small,,
vhigh,high,2,4,med,low,
vhigh,high,,4,med,med,unacc
vhigh,high,,4,med,high,unacc
vhigh,high,,4,big,low,unacc
vhigh,high,,4,big,,unacc
vhigh,high,,4,big,high,unacc
vhigh,high,2,more,small,low,
vhigh,high,2,more,small,,
vhigh,high,,more,small,,
vhigh,high,,more,med,low,unacc
vhigh,high,,more,med,med,unacc
vhigh,high,,more,med,high,
vhigh,high,,more,big,low,unacc
vhigh,high,,more,big,,unacc
vhigh,high,,more,big,high,unacc
vhigh,high,,2,small,low,unacc
vhigh,high,3,2,small,,unacc
vhigh,high,,2,small,,unacc
vhigh,high,3,2,med,low,
vhigh,high,,2,med,med,unacc
vhigh,high,,2,med,high,unacc
vhigh,high,3,2,big,,unacc
vhigh,high,,2,big,,
vhigh,high,,2,big,,unacc
vhigh,high,3,4,small,,
vhigh,high,3,4,small,med,
vhigh,high,3,4,small,high,
vhigh,high,3,4,med,low,
vhigh,high,,4,med,med,unacc
vhigh,high,,4,med,high,unacc
vhigh,high,,4,big,low,
vhigh,high,,4,big,,unacc
vhigh,high,,4,big,,unacc
vhigh,high,3,more,small,,unacc
vhigh,high,,more,small,med,
vhigh,high,3,more,small,,unacc
vhigh,high,,,med,low,unacc
vhigh,high,,more,med,med,unacc
vhigh,high,,more,med,high,
vhigh,high,3,more,big,,
vhigh,high,,more,big,,
vhigh,high,3,more,big,,
vhigh,high,,2,small,,unacc
vhigh,high,,2,small,med,unacc
vhigh,high,,2,small,high,unacc
vhigh,high,4,2,med,low,
vhigh,high,,2,med,med,unacc
vhigh,high,,2,med,high,unacc
vhigh,high,4,2,big,low,
vhigh,high,,2,big,med,
vhigh,high,,2,big,high,unacc
vhigh,high,,4,small,,unacc
vhigh,high,,4,small,med,
vhigh,high,,4,small,,unacc
vhigh,high,,4,med,low,
vhigh,high,4,4,med,med,
vhigh,high,,4,med,high,unacc
vhigh,high,4,4,big,low,unacc
vhigh,high,4,4,big,med,unacc
vhigh,high,4,4,big,,
vhigh,high,,more,small,low,unacc
vhigh,high,4,more,small,,unacc
vhigh,high,4,more,small,high,unacc
vhigh,high,,more,med,low,unacc
vhigh,high,,more,med,med,unacc
vhigh,high,4,more,med,high,
vhigh,high,4,more,big,,
vhigh,high,,more,big,,unacc
vhigh,high,,more,big,,
vhigh,high,,2,small,,
vhigh,high,,2,small,,
vhigh,high,,2,small,high,
vhigh,high,5more,2,med,low,unacc
vhigh,high,,2,med,med,unacc
vhigh,high,,2,med,high,
vhigh,high,,2,big,,
vhigh,high,,2,big,,unacc
vhigh,high,,2,big,,unacc
vhigh,high,,4,small,,unacc
vhigh,high,,4,small,med,
vhigh,high,5more,4,small,,unacc
vhigh,high,,4,med,low,unacc
vhigh,high,5more,4,med,med,unacc
vhigh,high,,4,med,high,unacc
vhigh,high,,4,big,,
vhigh,high,,4,big,med,
vhigh,high,,4,big,,unacc
vhigh,high,,more,small,,unacc
vhigh,high,,more,small,,unacc
vhigh,high,,more,small,,unacc
vhigh,high,,more,med,low,unacc
vhigh,high,,more,med,med,unacc
vhigh,high,,more,med,high,
vhigh,high,,more,big,,
vhigh,high,5more,more,big,,
vhigh,high,5more,more,big,,
vhigh,med,2,2,small,,unacc
vhigh,med,2,2,small,,
vhigh,med,2,2,small,,
vhigh,med,2,2,med,low,
vhigh,med,2,2,med,med,unacc
vhigh,med,2,2,med,high,unacc
vhigh,med,2,2,big,,unacc
vhigh,med,2,2,big,,
vhigh,med,2,2,big,,
vhigh,med,2,4,small,,
vhigh,med,2,4,small,,unacc
vhigh,med,2,4,small,high,
vhigh,med,2,4,med,low,
vhigh,med,2,4,med,med,
vhigh,med,2,4,med,high,
vhigh,med,2,4,big,,
vhigh,med,2,4,big,med,acc
vhigh,med,2,4,big,,acc
vhigh,med,2,more,small,,unacc
vhigh,med,2,more,small,,
vhigh,med,2,more,small,high,unacc
vhigh,med,2,more,med,low,
vhigh,med,2,more,med,med,
vhigh,med,2,,med,high,acc
vhigh,med,2,more,big,,unacc
vhigh,med,2,more,big,,acc
vhigh,med,2,more,big,,
vhigh,med,3,2,small,,
vhigh,med,3,2,small,,unacc
vhigh,med,3,2,small,high,unacc
vhigh,med,3,2,med,low,unacc
vhigh,med,3,2,med,med,unacc
vhigh,med,3,2,med,high,
vhigh,med,3,2,big,,
vhigh,med,3,2,big,,unacc
vhigh,med,3,2,big,,unacc
vhigh,med,3,4,small,,unacc
vhigh,med,3,4,small,,
vhigh,med,3,4,small,,acc
vhigh,med,3,4,med,low,unacc
vhigh,med,3,4,med,med,unacc
vhigh,med,3,4,med,high,acc
vhigh,med,3,4,big,low,unacc
vhigh,med,3,4,big,,
vhigh,med,3,4,big,,acc
vhigh,med,3,more,small,,unacc
vhigh,med,3,more,small,,unacc
vhigh,med,3,more,small,,acc
vhigh,med,3,more,med,low,unacc
vhigh,med,3,,med,med,acc
vhigh,med,3,more,med,high,acc
vhigh,med,3,more,big,,unacc
vhigh,med,3,more,big,,
vhigh,med,3,more,big,,
vhigh,med,4,2,small,,unacc
vhigh,med,4,2,small,med,
vhigh,med,4,2,small,high,
vhigh,med,4,2,med,low,unacc
vhigh,med,4,2,med,med,
vhigh,med,4,2,med,high,unacc
vhigh,med,4,2,big,low,unacc
vhigh,med,4,2,big,,
vhigh,med,4,2,big,,unacc
vhigh,med,4,4,small,,unacc
vhigh,med,4,4,small,,unacc
vhigh,med,4,4,small,,
vhigh,med,4,4,med,low,unacc
vhigh,med,4,4,med,med,acc
vhigh,med,4,,med,high,
vhigh,med,4,4,big,,unacc
vhigh,med,4,4,big,,acc
vhigh,med,4,4,big,,acc
vhigh,med,4,more,small,,unacc
vhigh,med,4,more,small,med,
vhigh,med,4,more,small,,
vhigh,med,4,more,med,low,
vhigh,med,4,more,med,med,acc
vhigh,med,4,,med,high,acc
vhigh,med,4,more,big,,
vhigh,med,4,more,big,,
vhigh,med,4,more,big,,acc
vhigh,med,5more,2,small,low,
vhigh,med,5more,2,small,,
vhigh,med,5more,2,small,,unacc
vhigh,med,5more,2,med,low,unacc
vhigh,med,5more,2,med,med,
vhigh,med,5more,2,med,high,unacc
vhigh,med,5more,2,big,,unacc
vhigh,med,5more,2,big,,
vhigh,med,5more,2,big,high,unacc
vhigh,med,5more,4,small,,
vhigh,med,5more,4,small,,
vhigh,med,5more,4,small,,acc
vhigh,med,5more,4,med,low,unacc
vhigh,med,5more,4,med,med,acc
vhigh,med,5more,4,med,high,acc
vhigh,med,5more,4,big,low,unacc
vhigh,med,5more,4,big,med,
vhigh,med,5more,4,big,high,acc
vhigh,med,5more,more,small,,
vhigh,med,5more,more,small,med,
vhigh,med,5more,more,small,high,
vhigh,med,5more,more,med,low,
vhigh,med,5more,more,med,med,
vhigh,med,5more,more,med,high,acc
vhigh,med,5more,more,big,,
vhigh,med,5more,more,big,med,
vhigh,med,5more,more,big,,acc
vhigh,low,2,2,small,,
vhigh,low,2,2,small,,
vhigh,low,2,2,small,,
vhigh,low,2,,med,low,
vhigh,low,2,2,med,med,unacc
vhigh,low,2,2,med,,unacc
vhigh,low,2,2,big,low,unacc
vhigh,low,2,2,big,med,unacc
vhigh,low,2,2,big,high,unacc
vhigh,low,2,4,small,,unacc
vhigh,low,2,4,small,,unacc
vhigh,low,2,4,small,,
vhigh,low,2,4,med,low,
vhigh,low,2,4,med,med,unacc
vhigh,low,2,4,med,high,
vhigh,low,2,4,big,,
vhigh,low,2,4,big,med,
vhigh,low,2,4,big,,
vhigh,low,2,more,small,low,
vhigh,low,2,more,small,med,
vhigh,low,2,more,small,,
vhigh,low,2,more,med,low,unacc
vhigh,low,2,more,med,med,unacc
vhigh,low,2,more,med,high,
vhigh,low,2,more,big,,
vhigh,low,2,,big,med,
vhigh,low,2,more,big,high,acc
vhigh,low,3,2,small,,
vhigh,low,3,2,small,med,
vhigh,low,3,2,small,,
vhigh,low,3,2,med,low,unacc
vhigh,low,3,2,med,med,
vhigh,low,3,2,med,high,unacc
vhigh,low,3,2,big,low,unacc
vhigh,low,3,2,big,med,unacc
vhigh,low,3,2,big,high,unacc
vhigh,low,3,4,small,,unacc
vhigh,low,3,4,small,,unacc
vhigh,low,3,4,small,high,acc
vhigh,low,3,4,med,low,unacc
vhigh,low,3,4,med,med,unacc
vhigh,low,3,4,med,high,acc
vhigh,low,3,4,big,,unacc
vhigh,low,3,4,big,,
vhigh,low,3,4,big,high,acc
vhigh,low,3,more,small,,unacc
vhigh,low,3,more,small,,unacc
vhigh,low,3,more,small,high,
vhigh,low,3,more,med,low,
vhigh,low,3,more,med,med,acc
vhigh,low,3,more,med,high,
vhigh,low,3,more,big,low,
vhigh,low,3,more,big,med,
vhigh,low,3,more,big,,acc
vhigh,low,4,2,small,low,unacc
vhigh,low,4,2,small,med,
vhigh,low,4,2,small,,unacc
vhigh,low,4,2,med,low,unacc
vhigh,low,4,2,med,med,unacc
vhigh,low,4,2,med,high,
vhigh,low,4,2,big,,
vhigh,low,4,2,big,,
vhigh,low,4,2,big,high,unacc
vhigh,low,4,4,small,,
vhigh,low,4,4,small,med,
vhigh,low,4,4,small,,acc
vhigh,low,4,4,med,low,unacc
vhigh,low,4,4,med,med,acc
vhigh,low,4,4,med,high,
vhigh,low,4,4,big,,unacc
vhigh,low,4,4,big,,acc
vhigh,low,4,4,big,high,acc
vhigh,low,4,more,small,low,
vhigh,low,4,more,small,,unacc
vhigh,low,4,more,small,high,
vhigh,low,4,more,med,low,unacc
vhigh,low,4,more,med,med,
vhigh,low,4,more,med,high,acc
vhigh,low,4,more,big,,unacc
vhigh,low,4,more,big,,acc
vhigh,low,4,more,big,,acc
vhigh,low,5more,2,small,,
vhigh,low,5more,2,small,med,
vhigh,low,5more,2,small,,
vhigh,low,5more,,med,low,
vhigh,low,5more,2,med,med,unacc
vhigh,low,5more,2,med,high,unacc
vhigh,low,5more,2,big,,
vhigh,low,5more,2,big,,unacc
vhigh,low,5more,2,big,,
vhigh,low,5more,4,small,low,unacc
vhigh,low,5more,4,small,med,
vhigh,low,5more,4,small,,
vhigh,low,5more,4,med,low,unacc
vhigh,low,5more,4,med,med,acc
vhigh,low,5more,4,med,high,acc
vhigh,low,5more,4,big,low,
vhigh,low,5more,4,big,,
vhigh,low,5more,4,big,,
vhigh,low,5more,more,small,low,
vhigh,low,5more,more,small,med,unacc
vhigh,low,5more,more,small,,acc
vhigh,low,5more,more,med,low,unacc
vhigh,low,5more,more,med,med,
vhigh,low,5more,more,med,high,acc
vhigh,low,5more,more,big,,
vhigh,low,5more,more,big,med,
vhigh,low,5more,more,big,,
high,vhigh,2,2,small,low,unacc
high,vhigh,2,2,small,,
high,vhigh,2,2,small,,
high,vhigh,2,2,med,low,
high,vhigh,2,2,med,med,unacc
high,vhigh,2,2,med,,unacc
high,vhigh,2,2,big,,unacc
high,vhigh,2,2,big,,unacc
high,vhigh,2,2,big,high,unacc
high,vhigh,2,4,small,,unacc
high,vhigh,2,4,small,,unacc
high,vhigh,2,4,small,,unacc
high,vhigh,2,4,med,low,
high,vhigh,2,4,med,med,unacc
high,vhigh,2,4,med,high,
high,vhigh,2,4,big,,unacc
high,vhigh,2,4,big,,unacc
high,vhigh,2,4,big,,
high,vhigh,2,more,small,,
high,vhigh,2,more,small,med,
high,vhigh,2,more,small,,
high,vhigh,2,,med,low,
high,vhigh,2,more,med,med,unacc
high,vhigh,2,more,med,high,
high,vhigh,2,more,big,,unacc
high,vhigh,2,more,big,,
high,vhigh,2,more,big,,
high,vhigh,3,2,small,,unacc
high,vhigh,3,2,small,,
high,vhigh,3,2,small,,unacc
high,vhigh,3,2,med,low,unacc
high,vhigh,3,2,med,med,
high,vhigh,3,2,med,high,
high,vhigh,3,2,big,low,unacc
high,vhigh,3,2,big,,unacc
high,vhigh,3,2,big,high,unacc
high,vhigh,3,4,small,,
high,vhigh,3,4,small,,unacc
high,vhigh,3,4,small,,unacc
high,vhigh,3,4,med,low,unacc
high,vhigh,3,4,med,med,unacc
high,vhigh,3,4,med,high,
high,vhigh,3,4,big,,unacc
high,vhigh,3,4,big,med,unacc
high,vhigh,3,4,big,high,
high,vhigh,3,more,small,,unacc
high,vhigh,3,more,small,med,
high,vhigh,3,more,small,,unacc
high,vhigh,3,more,med,low,unacc
high,vhigh,3,more,med,med,
high,vhigh,3,more,med,high,unacc
high,vhigh,3,more,big,,unacc
high,vhigh,3,more,big,,unacc
high,vhigh,3,more,big,high,unacc
high,vhigh,4,2,small,,
high,vhigh,4,2,small,med,
high,vhigh,4,2,small,,
high,vhigh,4,2,med,low,unacc
high,vhigh,4,2,med,med,unacc
high,vhigh,4,2,med,high,unacc
high,vhigh,4,2,big,,unacc
high,vhigh,4,2,big,med,
high,vhigh,4,2,big,,
high,vhigh,4,4,small,,unacc
high,vhigh,4,4,small,,unacc
high,vhigh,4,4,small,,unacc
high,vhigh,4,4,med,low,
high,vhigh,4,4,med,med,unacc
high,vhigh,4,4,med,high,unacc
high,vhigh,4,4,big,,
high,vhigh,4,4,big,,unacc
high,vhigh,4,4,big,,
high,vhigh,4,more,small,low,unacc
high,vhigh,4,more,small,,
high,vhigh,4,more,small,high,unacc
high,vhigh,4,more,med,low,unacc
high,vhigh,4,more,med,med,unacc
high,vhigh,4,more,med,high,unacc
high,vhigh,4,more,big,,
high,vhigh,4,more,big,,unacc
high,vhigh,4,more,big,,
high,vhigh,5more,2,small,,unacc
high,vhigh,5more,2,small,med,unacc
high,vhigh,5more,2,small,high,
high,vhigh,5more,2,med,low,
high,vhigh,5more,2,med,med,unacc
high,vhigh,5more,2,med,high,unacc
high,vhigh,5more,2,big,low,unacc
high,vhigh,5more,2,big,med,unacc
high,vhigh,5more,2,big,,
high,vhigh,5more,4,small,,
high,vhigh,5more,4,small,med,unacc
high,vhigh,5more,4,small,,unacc
high,vhigh,5more,4,med,low,
high,vhigh,5more,4,med,med,unacc
high,vhigh,5more,4,med,high,unacc
high,vhigh,5more,4,big,,unacc
high,vhigh,5more,4,big,med,
high,vhigh,5more,4,big,,unacc
high,vhigh,5more,more,small,,unacc
high,vhigh,5more,more,small,,
high,vhigh,5more,more,small,,
high,vhigh,5more,more,med,low,unacc
high,vhigh,5more,more,med,med,unacc
high,vhigh,5more,more,med,high,
high,vhigh,5more,more,big,low,
high,vhigh,5more,more,big,med,
high,vhigh,5more,more,big,,unacc
high,high,,2,small,,unacc
high,high,,2,small,med,unacc
high,high,2,2,small,,unacc
high,high,,2,med,low,
high,high,,2,med,med,unacc
high,high,,2,med,,
high,high,2,,big,,unacc
high,high,,2,big,med,unacc
high,high,,2,big,,unacc
high,high,,4,small,low,unacc
high,high,,4,small,,
high,high,,4,small,,acc
high,high,,4,med,low,unacc
high,high,2,4,med,med,unacc
high,high,2,4,med,high,
high,high,2,4,big,low,
high,high,,4,big,med,
high,high,,4,big,high,
high,high,,more,small,,
high,high,,more,small,,
high,high,,more,small,,
high,high,,more,med,low,
high,high,,more,med,med,unacc
high,high,,more,med,high,
high,high,,more,big,,
high,high,,more,big,med,acc
high,high,2,more,big,,
high,high,,2,small,,
high,high,,2,small,,
high,high,,2,small,high,
high,high,3,2,med,low,
high,high,,2,med,med,
high,high,3,2,med,high,
high,high,,2,big,low,
high,high,,2,big,,
high,high,,2,big,,unacc
high,high,3,4,small,low,unacc
high,high,,4,small,,
high,high,,4,small,high,
high,high,,4,med,low,unacc
high,high,3,4,med,med,unacc
high,high,3,4,med,high,acc
high,high,,4,big,,unacc
high,high,3,4,big,med,acc
high,high,3,4,big,,
high,high,,more,small,,unacc
high,high,,more,small,,
high,high,,more,small,high,acc
high,high,3,more,med,low,
high,high,,more,med,med,acc
high,high,3,more,med,,acc
high,high,,more,big,low,unacc
high,high,,more,big,med,
high,high,3,more,big,,acc
high,high,4,2,small,,
high,high,,2,small,med,
high,high,,2,small,,
high,high,,2,med,low,
high,high,,2,med,med,unacc
high,high,4,2,med,high,unacc
high,high,,2,big,,
high,high,,2,big,,unacc
high,high,,2,big,,
high,high,4,4,small,low,
high,high,,4,small,,
high,high,4,4,small,,
high,high,,4,med,low,unacc
high,high,,4,med,med,acc
high,high,4,4,med,high,acc
high,high,,4,big,,
high,high,4,4,big,,
high,high,4,4,big,high,
high,high,,more,small,,unacc
high,high,4,more,small,,
high,high,,more,small,,
high,high,,more,med,low,
high,high,,more,med,med,acc
high,high,4,more,med,high,
high,high,4,more,big,,
high,high,4,more,big,,acc
high,high,,more,big,,
high,high,,2,small,,
high,high,5more,2,small,med,
high,high,,2,small,,
high,high,,2,med,low,
high,high,,2,med,med,
high,high,,2,med,high,unacc
high,high,,2,big,,unacc
high,high,,2,big,med,
high,high,,2,big,,
high,high,,4,small,,
high,high,5more,4,small,,
high,high,,4,small,,
high,high,5more,4,med,low,unacc
high,high,,4,med,med,
high,high,,4,med,,acc
high,high,,4,big,,unacc
high,high,,4,big,,
high,high,,4,big,high,acc
high,high,,more,small,low,
high,high,,more,small,,
high,high,5more,more,small,high,acc
high,high,,more,med,low,unacc
high,high,,more,med,,acc
high,high,5more,more,med,high,
high,high,,more,big,low,
high,high,,more,big,,acc
high,high,5more,more,big,,acc
high,med,2,2,small,,
high,med,2,2,small,med,unacc
high,med,2,2,small,high,unacc
high,med,2,2,med,low,
high,med,2,,med,med,
high,med,2,2,med,high,unacc
high,med,2,2,big,,
high,med,2,2,big,med,unacc
high,med,2,2,big,,
high,med,2,4,small,,unacc
high,med,2,4,small,,
high,med,2,4,small,,acc
high,med,2,4,med,low,unacc
high,med,2,4,med,med,unacc
high,med,2,4,med,,acc
high,med,2,4,big,low,unacc
high,med,2,4,big,,
high,med,2,4,big,,
high,med,2,more,small,,
high,med,2,more,small,med,unacc
high,med,2,more,small,high,
high,med,2,more,med,low,unacc
high,med,2,more,med,med,
high,med,2,more,med,high,acc
high,med,2,more,big,,unacc
high,med,2,more,big,,acc
high,med,2,more,big,,acc
high,med,3,2,small,,unacc
high,med,3,2,small,,
high,med,3,2,small,high,unacc
high,med,3,2,med,low,unacc
high,med,3,2,med,med,unacc
high,med,3,2,med,high,unacc
high,med,3,2,big,low,
high,med,3,2,big,,unacc
high,med,3,2,big,,unacc
high,med,3,4,small,,
high,med,3,4,small,med,unacc
high,med,3,4,small,,
high,med,3,4,med,low,
high,med,3,4,med,med,unacc
high,med,3,4,med,high,acc
high,med,3,4,big,low,unacc
high,med,3,4,big,med,acc
high,med,3,4,big,,acc
high,med,3,more,small,,unacc
high,med,3,more,small,med,
high,med,3,more,small,,
high,med,3,more,med,low,unacc
high,med,3,more,med,med,acc
high,med,3,more,med,high,acc
high,med,3,,big,low,
high,med,3,more,big,med,
high,med,3,more,big,,acc
high,med,4,2,small,,
high,med,4,2,small,,
high,med,4,2,small,,unacc
high,med,4,2,med,low,unacc
high,med,4,2,med,med,unacc
high,med,4,2,med,high,unacc
high,med,4,2,big,,
high,med,4,2,big,,
high,med,4,2,big,,
high,med,4,4,small,,unacc
high,med,4,4,small,med,
high,med,4,4,small,,acc
high,med,4,4,med,low,unacc
high,med,4,4,med,med,acc
high,med,4,4,med,high,acc
high,med,4,4,big,low,unacc
high,med,4,4,big,,
high,med,4,4,big,,acc
high,med,4,more,small,,
high,med,4,more,small,,unacc
high,med,4,more,small,,
high,med,4,more,med,,unacc
high,med,4,more,med,,acc
high,med,4,more,med,high,
high,med,4,more,big,low,
high,med,4,more,big,med,acc
high,med,4,more,big,,acc
high,med,5more,2,small,,
high,med,5more,2,small,,unacc
high,med,5more,2,small,,unacc
high,med,5more,2,med,low,unacc
high,med,5more,,med,med,unacc
high,med,5more,2,med,high,unacc
high,med,5more,2,big,,
high,med,5more,2,big,,
high,med,5more,2,big,,
high,med,5more,4,small,low,unacc
high,med,5more,4,small,,unacc
high,med,5more,4,small,,acc
high,med,5more,4,med,low,unacc
high,med,5more,4,med,med,
high,med,5more,4,med,high,
high,med,5more,4,big,,unacc
high,med,5more,4,big,,
high,med,5more,4,big,,
high,med,5more,more,small,low,
high,med,5more,more,small,med,unacc
high,med,5more,more,small,high,
high,med,5more,more,med,low,
high,med,5more,more,med,med,acc
high,med,5more,more,med,high,
high,med,5more,more,big,,unacc
high,med,5more,more,big,,acc
high,med,5more,more,big,,
high,low,2,2,small,,
high,low,2,2,small,,unacc
high,low,2,2,small,high,
high,low,2,2,med,low,
high,low,2,2,med,med,unacc
high,low,2,2,med,high,
high,low,2,2,big,,
high,low,2,2,big,,unacc
high,low,2,2,big,,unacc
high,low,2,4,small,,
high,low,2,4,small,,
high,low,2,4,small,high,
high,low,2,4,med,low,
high,low,2,4,med,med,unacc
high,low,2,,med,high,acc
high,low,2,4,big,,unacc
high,low,2,4,big,,
high,low,2,4,big,high,
high,low,2,more,small,low,unacc
high,low,2,more,small,,
high,low,2,more,small,,unacc
high,low,2,more,med,low,
high,low,2,more,med,med,unacc
high,low,2,more,med,high,
high,low,2,more,big,low,
high,low,2,more,big,med,
high,low,2,more,big,high,acc
high,low,3,2,small,,unacc
high,low,3,2,small,med,
high,low,3,2,small,high,unacc
high,low,3,2,med,low,unacc
high,low,3,2,med,med,unacc
high,low,3,2,med,high,unacc
high,low,3,2,big,,unacc
high,low,3,2,big,,
high,low,3,2,big,high,unacc
high,low,3,4,small,low,
high,low,3,4,small,med,unacc
high,low,3,4,small,high,
high,low,3,4,med,,unacc
high,low,3,4,med,med,unacc
high,low,3,4,med,high,acc
high,low,3,4,big,,unacc
high,low,3,4,big,,
high,low,3,4,big,,acc
high,low,3,more,small,,unacc
high,low,3,more,small,med,unacc
high,low,3,more,small,high,
high,low,3,more,med,low,unacc
high,low,3,more,med,med,acc
high,low,3,more,med,high,
high,low,3,more,big,,
high,low,3,more,big,med,
high,low,3,more,big,,acc
high,low,4,2,small,low,unacc
high,low,4,2,small,,
high,low,4,2,small,,
high,low,4,2,med,low,
high,low,4,2,med,med,
high,low,4,2,med,high,unacc
high,low,4,2,big,,
high,low,4,2,big,,unacc
high,low,4,2,big,high,
high,low,4,4,small,low,unacc
high,low,4,4,small,,
high,low,4,4,small,high,acc
high,low,4,4,med,low,
high,low,4,4,med,med,acc
high,low,4,4,med,high,acc
high,low,4,4,big,low,
high,low,4,4,big,,acc
high,low,4,4,big,,acc
high,low,4,more,small,,unacc
high,low,4,more,small,med,
high,low,4,more,small,high,acc
high,low,4,more,med,low,unacc
high,low,4,,med,med,acc
high,low,4,more,med,high,acc
high,low,4,more,big,,unacc
high,low,4,more,big,,
high,low,4,more,big,,
high,low,5more,2,small,,
high,low,5more,2,small,,
high,low,5more,2,small,,
high,low,5more,2,med,,
high,low,5more,2,med,med,
high,low,5more,,med,high,unacc
high,low,5more,2,big,,unacc
high,low,5more,2,big,med,
high,low,5more,2,big,high,
high,low,5more,4,small,low,
high,low,5more,4,small,,
high,low,5more,4,small,,acc
high,low,,4,med,low,unacc
high,low,5more,4,med,med,acc
high,low,5more,4,med,high,acc
high,low,5more,4,big,,
high,low,5more,4,big,,acc
high,low,5more,4,big,,
